"","20190107_08_T05F_env","20190107_20_T08F_env","20190111_30_T03F_env","20190111_36_T01F_env","20190114_58_T02F_env","20190114_62_T07F_env","20190117_70_T04F_env","20190117_74_T06F_env","160618_SM_A47RW_38","160829_SM_9ZE92_260","160909_SM_9HYY2_282","160914_SM_6ZT44_382","160915_SM_9ZJIM_292","160921_SM_7ED8Q_459","160923_SM_6WVAO_405","160923_SM_7B7LL_404","160925_SM_7FK6O_412","161012_SM_7CP8G_523","161012_SM_7I21H_613","20190107_06_S08F_env","20190107_12_S06F_env","20190107_14_S04F_env","20190111_32_S05F_env","20190111_34_S11F_env","20190111_40_S03F_env","20190114_56_S02F_env","20190117_72_S09F_env","20190117_80_S07F_env","20190117_86_S10F_env","P18a_CD","P19_CD","P20_CD","P21_CD","P22_CD","P23_CD","P24_CD","P25_CD","P26_CD","P27_CD","P28_CD_IBS","P30_UCr","P31_UCr","P32_Ucr","P33_Ucr","P34_UCr","P35_UCa","P37_UCa","P38_UCa","P39_UCa","P40_UCa","P41_UCa","P42_UCa","Seq85784","Seq85785","Seq85789","Seq86293","Seq86296","Seq86298","Seq86299","Seq86304","Seq86305","Seq86307","Seq86315","Seq86317","UC1","UC11","UC15","UC2","UC23F","UC4","UC5","UC6","UC8","UC9","P02_C","P03_C","P04_C","P05_C","P06a_C","P07a_C","P08_C","P10_C","P13_C","P14_C","P15_C","P16_C","P17_C","H1","H2","H3","H4","H5","H6","H7","H8","160524_SM_A8GT9_17","160618_SM_A77V5_63","160622_SM_7LLEE_121","160624_SM_7DN4P_142","160825_SM_7I1HW_216","160825_SM_7I21P_220","160829_SM_76CCD_221","160831_SM_9HL6A_274","160909_SM_61N7X_343","160909_SM_63ZAL_344","160909_SM_689VN_335","160909_SM_6AXJS_330","160909_SM_9U279_298","160911_SM_61NJD_346","160911_SM_65GXO_340","160912_SM_5QVZJ_354","160914_SM_5ZNHU_329","160915_SM_61U3X_352","160916_SM_62ART_337","160916_SM_689O9_342","160916_SM_6KUDE_363","160916_SM_71T49_392","160916_SM_71T4H_391","160919_SM_6J3OJ_351","160920_SM_6XRKK_454","160921_SM_6ZEWI_414","160921_SM_7GCI5_446","160923_SM_6XTTJ_427","160923_SM_71T47_393","160928_SM_7BCZJ_397","160930_SM_6SSN7_440","160930_SM_71T3Q_395","161004_SM_9W3AR_549","161011_SM_5QVZH_531","161011_SM_9KOQA_562","161017_SM_69UN3_535","161017_SM_7LSOC_583"
"1940",3.14379199482728e-05,6.14749388094919e-05,9.40685099241232e-05,3.01798078700729e-05,3.13103713209853e-05,9.93463601898726e-05,9.15265335770568e-05,0.000372232242704733,3.90319923410308e-05,0,4.54933588334453e-05,4.03772961043667e-05,0,0,0,0,0.000233565931605197,0,3.38632088850021e-05,0,3.8645856132173e-05,0,6.02185175804172e-05,0,3.5119352621343e-05,3.37730975596104e-05,3.06699310148681e-05,0,0,4.17311307069546e-05,0,7.56515093486711e-05,0.000147311789771979,0.000190230877967872,0,0,5.68138041857147e-05,4.33441116429084e-05,2.38920314550734e-05,7.24338446229569e-05,0,7.71650264873484e-05,0.000261859681056247,1.78124100431703e-05,0.000294703546802656,0,3.47143391038751e-05,0,6.07428383586546e-05,3.76761302676493e-05,1.56085665620868e-05,6.19380558606754e-05,0.000115145303823759,0,0,5.35731222455886e-05,3.58614965882348e-05,0,0,0,2.34792105319543e-05,0,0.000105985223259675,0,3.07716205354606e-05,0,0.000104472220588189,6.47844335444075e-05,2.69372548441874e-05,0.000120081441260619,2.40562902241497e-05,3.0015732234975e-05,4.46807471627059e-05,1.6764081367946e-05,0.000128438178422091,0.000111243898030789,0.000128728202116721,0.000204410491570114,0.000199993395280686,0.000174692231976315,6.24572235982479e-05,5.32429212309535e-05,3.24977277005387e-05,0.000169709107792634,0.000127092074684115,0.000220011031821537,0.000163569554691427,0.000182676370221786,0.000110434215446623,0.00019265343012118,0.000162263513809358,2.10786169510003e-05,5.99125969269327e-05,9.26580085174028e-05,0.000178197038891686,0,0,0.000224981304905084,0,0,0,6.19447783512351e-05,8.6030313281708e-05,0,0.000104095370246639,6.14741552861832e-05,0,0,0,0,0,0,0,3.92507461724808e-05,0,0,0,0,0,0,0,0,0,0,7.29936968250753e-05,3.41096551197773e-05,0,0,0,0,3.99717892296103e-05,0
"1941",4.78411474434251e-05,0,8.42571551640482e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000120944539314815,0,0,0.000143223843889175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28782219245566e-05,0,0,0,0,0,0,0.000136626706180394,0,0,0,0,0,0,0,0,0,0,7.43110906176846e-05,0,0,0,0,0,0,0,0,0.000136549036913296,0,0,0,0,0,0,0,0,0.000117046083589622,0,0,0,0,0.000105441077852164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.61030463737798e-05,0,0,0,0,0,0,0,0
"1947",0,0,8.53289908862095e-05,0,0,0,0,0,0,0,0,0.000139173565166625,0,0,0,0,0,0,0,0,0,0,0.000124153702023049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.27768202803895e-05,0,0,0,4.82918283364335e-05,0.000105782309734792,9.57762767806735e-05,0,0.0002075573961921,0,0,9.45722545856118e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000172986710715831,0,0,0,0,0,0,0.000181333193094984,0,0,0,0.000205765148323212,6.72655505747003e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000157907752664871,0,0,0,0,0,0,0,0.000136443550222633,0,0,0,0,0,0,0,0,0,0,0,0
"1951",0,0,0,8.59526274681782e-05,0.000179149732500659,2.83826427332728e-05,0,0,0,0,0,0,0,0,0.000123617674442337,0,0,0,0,0,0,0,2.58138924295509e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000176183223205902,0,0,0,0,0,0,6.23554832732427e-05,0,0,0,0,0,0,0,8.73709125546037e-05,0,0,0,4.46970657045376e-05,0.000146817102828206,0,0,2.2350455067879e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109301826470145,0,0.000131603885879861,0,0,0,0,0,0,0,0.000163003157760629,0,0,2.93561326795804e-05,0,0,0,0,1.81804489448643e-05,0,0,0.000228775342180286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1954",8.54961645288631e-05,3.56847034291162e-05,3.51116496660036e-05,8.19788651319786e-05,3.88665564958035e-05,8.12371162044482e-05,8.07656760717104e-05,0,9.32388653333456e-05,5.37052037179903e-05,6.2318248642931e-05,9.62385658381382e-05,0,4.04805350517215e-05,0,0,0.000105217152988465,0,6.04686879155915e-05,4.22344847343805e-05,4.6822287914958e-05,0,0,0,0,4.03381578932356e-05,0,0,4.58131215085045e-05,0,0,0,4.78406339414572e-05,0,0,0,0,0,7.35639053218792e-05,0,0,0,0,0,0,0,0,0,0,0,4.93462062580447e-05,0,0,0,0,0,4.31450653288629e-05,0,0,0,0,0,0,0,0,0,0,7.34314374251662e-05,0,6.14818893661322e-05,7.69375250827847e-05,0,0,0,0,0,0,4.68783946154189e-05,0,0.000168491478566916,0,0,0,0.00022450713831901,0,0,0,0,0,0,0,0,0,3.52255206040088e-05,0,2.89435836072845e-05,6.73877160895165e-05,3.82150063155403e-05,0.000209226066313036,6.95112846439292e-05,4.11787847544557e-05,0,6.26312508855592e-05,0,0.000100684538635285,6.05901455753851e-05,0,0,8.94925930900628e-05,0,0,8.0978080403239e-05,0,6.84686780564441e-05,0.00023662661861564,0,5.35980171031749e-05,0,0,0,4.30101410892124e-05,0,0,0,0.000100064418981224,5.4762601489273e-05,0,9.29704568121337e-05,0,0,6.96552446984884e-05,0
"1955",6.81890621645667e-05,2.87606955593542e-05,2.82854521424846e-05,6.54015473792207e-05,0,6.48274856691269e-05,0.00010164926264882,6.62718475104862e-05,8.58423188749393e-05,8.66430017691547e-05,4.57599073032011e-05,0.000256201271271136,0,8.70240166318737e-05,0,8.92381362303426e-05,9.87287629183883e-05,5.84089820644878e-05,7.36968054725087e-05,7.44461325837336e-05,3.78587377647111e-05,0,2.73592155608858e-05,3.36758934086095e-05,0.000116811251115843,0,0,0,3.7125603493373e-05,3.43900973234438e-05,0.00017778182678619,0.000112174040206358,7.63286955094396e-05,0.000165691505383824,3.21749720034425e-05,0.000125225318741309,8.36759878572019e-05,0.00011704517314968,0.000116928947241449,0.000160433490356918,0.00011912878157327,3.25890900332813e-05,7.48409835019493e-05,0,0,0,2.85853758135254e-05,0,0.000185365925996031,5.65488808383534e-05,7.87633433767588e-05,8.99665383683747e-05,7.53173581916335e-05,0,0,4.86067610111014e-05,4.53713505877399e-05,3.47302884157703e-05,3.16988839635166e-05,3.57850881235711e-05,0.000172547864298762,0,5.12957293078065e-05,0,6.24215325509542e-05,5.31981568962362e-06,6.17134784988676e-05,7.59590113295051e-05,6.91471112609901e-05,0.000112004829139461,6.24324369974791e-05,0,7.47263647076348e-05,6.87163428748641e-05,0.000113442835257696,4.07133509190382e-05,0.000146626136310623,0.000118491350017904,8.86092929464857e-05,3.28824792588772e-05,9.4097569608525e-05,0.000121515099378427,0.00010933722564287,3.29820908853504e-05,9.9481807057897e-05,0.000120085855976177,9.57665495409999e-05,7.46051242266234e-05,6.91098000908563e-05,0.000110272457726061,0.000112694550263497,8.8380843635354e-05,6.91015612535448e-05,6.45077000757775e-05,4.80756848193506e-05,2.79002155136382e-05,3.90287189648104e-05,4.31594606587226e-05,9.89846427452892e-05,4.54368239806594e-05,0,3.02545440720684e-05,9.49124795551267e-05,0,0.000256816994470563,6.44607754650494e-05,3.74151029047635e-05,0,8.46816229405149e-05,0,0,0.000105419555039125,2.2001919154133e-05,6.27657790738089e-05,0.00018414804322909,2.9729163165052e-05,0.000124850007603519,0,0,6.51777744694064e-05,9.73915286714453e-05,3.13022653748829e-05,5.50607777572891e-05,0,6.03302696345926e-05,7.41733371867853e-05,0,6.30559803494872e-05,5.15784578890749e-05,0,6.42123675216694e-05,4.12246957634049e-05
"1956",0,0.000162759501761294,0.00015959409307726,0,0.000175906477541045,0.000351616856192526,0,8.28641977062764e-05,0,0.000250863354308057,0.000105522792052347,0,0,0.000187464532140607,0,0.000289248012277501,0.000208820916580388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000180953324622495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000248862008962482,0,0,0,0,4.12819104663646e-05,0.000105457956911967,0,0.000433012846626074,0,0.000224641631954728,0,0.000214629258657844,0,0.000112666998336948,0.000303657085881667,3.90260145149726e-05,0,0,0,0,0.000159381279578543,0,0,0.000247853453024859,0,0.000557466681260328,0,0,0.000235763553013262,0,0.000258216919995771,0,0,0,0.000348519256584314,0.000358466529089058,0.000141463227736876,0,0,8.94712320065559e-05,0.000320420034085016,0,0,0,0.000131779926802992,0,0,0,0,0,0,0.000485628453556121,0.000141288550655344,0,0,0,0,0,0,0,0,0,0,0.000517439138645257,0,0,0,0,0,0,0,0,7.86539442725455e-05,0,9.1379017595436e-05,0,0,0,0.000191774673875909
"1958",8.10996904517146e-05,3.86890444105837e-05,1.76532180238461e-05,1.8796847993348e-05,3.74134834022201e-05,8.19889484327425e-05,3.99150539959958e-05,0,2.49004368382248e-05,0,0,2.56642101004068e-05,0,0,0,0,0,3.56363615141495e-05,0,2.08821769774148e-05,2.29897270437936e-05,0,0,2.05285339777218e-05,0,3.82625835366652e-05,0,0,4.87187876294443e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000153462545626185,0,0,2.31215605094912e-05,1.72115156975254e-05,0,1.79820241096505e-05,0,2.3898166761378e-05,2.32361725436039e-05,4.34289654082741e-05,0,0,0,0,2.5297947741073e-05,1.50570773714063e-05,6.40946157529669e-05,7.23280742964017e-05,0,0,4.48995268657876e-05,0,0,0,0,0,4.97096443516373e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1097947501242e-05,0,0,0,0,0.000139838933470294,0,0,0,0,0,0,3.75796516285899e-05,0,0,0,0,0,0,0,0,0,0,6.54717668429742e-05,0,0,0,0,0,0,4.41411390882376e-05,0,2.15414051720223e-05,0,0,0,0,0.000119814417330245,0
"1962",0.000164151483196466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3811326090723e-05,2.56465911444618e-05,4.84034560628015e-05,1.9346328669098e-05,0.000203111324199933,4.85197111888586e-05,2.28979544558975e-05,0,2.46593342494916e-05,0,0,0,0,0,0,0,0,0,0,0,6.7470005107044e-05,0,0,0,0,0,0,0,0,0,0,0,0,1.34235644123223e-05,0,0,6.93191312272815e-05,6.40861667085231e-05,0,0.000178560846652605,1.93605908126883e-05,0.000135511399063726,0,0.000133636595053171,0,3.99174171420884e-05,0,3.13053043365369e-05,0,4.28440152255985e-05,0.000120723382345251,6.23052779907726e-05,0,7.48993930812893e-05,3.60376005722987e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000191133859891597,0.000121946994011832,0,6.61424070189526e-05,4.29465132683464e-05,0,0,7.72870730589146e-05,0,0,0,4.69644180525861e-05,0,0,0,0,0,0,0,0,0,0,0,1.47739687530141e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000136881137946995,0,0,0
"1963",0,0.000180825241633435,0,0,0,0,0,0.000191802335671826,0,9.84263057997521e-05,8.42072831275553e-05,0.000152983814792302,0,0.000150311887213467,0.000202575035263248,0.000153049515948794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7025529018283e-05,0,0.000855815150559363,0,0,0.000106374108022278,0,0,0,0,0,0,0,0,0.000251378872015788,0,0,0.000107807314013359,3.69861084159628e-05,0.000312680412841748,8.51896726030574e-05,0.000207088660818428,0.000517511768035604,0.000608842018803253,0,0.000338435531726118,0,0,0,0,0.000126853844221021,0,0,0,0,7.05610155207181e-05,0.000149964955576563,0,0,0.00053451246076058,0,0,0,0,0.000388825676639304,0,0,0,0,0,0.00010558339205686,0,0.000466084132491116,0.000291712303700687,0,0.000477466881209716,0.00081489897479124,0.000450469922058371,0,0.000691912410785019,0.000386145487736916,0,0,0,0,0,0,0,0,0,0,0.000296549697455142,0,0,0.000454108696322389,0,0,0,0.000235311906305047,0,0,0,0.000153543123281955,0,0,0.000304203002662529,0,0,0.000195377820485298,0,0.000627678568036676,0.000286302148542177,0,0.000308864288312169,0
"1975",0.000134177165100027,3.14895181303034e-05,2.67495771186542e-05,3.28988788714128e-05,2.95258170658404e-05,2.82368842608287e-05,5.04106475836197e-05,1.16086565808867e-05,2.70171315345229e-05,3.86864939439078e-05,6.01268016296338e-05,0,0,0,0,0,8.87316145658714e-05,0,1.4057433757191e-05,8.39598609253967e-06,0,0,0,1.73483380321683e-05,1.75612115064557e-05,0,0,0,5.70284342816685e-05,0,0,0,0,0,2.34880224730103e-05,0.00026995301233145,4.37458865136025e-05,4.84052504068798e-05,0,2.45741831519768e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.68563033131182e-06,5.55142642594427e-05,0,0.000102987694399955,7.29281733469424e-06,3.42886844786702e-05,0,5.57329382111823e-05,0,7.33056158442131e-05,0,2.00100356200627e-05,1.20825256681473e-05,3.88620387711434e-05,7.76598343474236e-05,3.72394919569767e-05,0,3.36661452205797e-05,1.57212660628207e-05,0,0,0,2.57404609113309e-05,0.00010920862900626,0,8.84964360716545e-05,0.0001584471173003,1.92864486555378e-05,2.3908974295051e-05,2.13979068400405e-05,0,2.05675722011935e-05,2.66267825357744e-05,6.10808839645686e-05,5.56314393844576e-05,0.000116965028087588,1.19536867621441e-05,5.70246942016664e-05,3.1851901239999e-05,8.91549827652555e-06,0.00010308671744133,2.81624833442705e-05,3.55136209724827e-05,0,3.74996341529992e-05,0,0,0,0,0,0,0,0,0,0,0,3.45958861931883e-05,0,0,0,0,0,0,0,1.79461289027626e-05,0,0,0,0,0,1.45049964057081e-05,0,0,2.30207894792309e-05,0,2.9087344774886e-05,4.22721753743537e-05
"1984",0.00010120156713884,1.74003136636659e-05,3.57604880132605e-05,3.1325296606853e-05,0.000243473696220216,9.79904915070416e-05,9.2002671648456e-05,6.31986538239798e-05,0,2.70277059032895e-05,4.99785630113786e-05,0.000132360177471738,4.77181886588393e-05,4.29887020303803e-05,2.70832782369636e-05,0.000110809946263678,0.000374695489720243,2.89934080845853e-05,3.64387944826861e-05,1.89900304804904e-05,0.00020539070688124,0,1.61037550022189e-05,1.07493360186686e-05,4.35452859239824e-05,1.84990839300794e-05,0,0,9.26128165046493e-05,0,0,0.000135933430178638,3.33513602668904e-05,0,0,0,0,0,0.0001199534639882,8.68110679834001e-05,6.99242188385214e-05,0,1.58838676896684e-05,0,0,0,0,0,0,0,5.26279824073464e-05,0,3.5456702896405e-05,0,0,1.47679657803107e-05,9.99800954988066e-05,4.50007682697078e-05,4.37831930017782e-05,0,3.21309884535411e-05,2.39719564435455e-05,0.000161840850224302,0,1.74758378560957e-05,0,0,0.000121832049949765,3.84185092842593e-05,0.000130524564381339,0.000108096637362033,0,0.000145762151293553,8.01812067431951e-05,0,0,0,0,0,0.000173279154872884,0,4.08496420156495e-05,0,0,0,0,0,0,4.60857794883206e-05,0,0,2.00697500805001e-05,0,3.87431010507326e-05,2.50780001195311e-05,5.26579408197669e-05,0.000302408865751416,6.4857610413622e-05,0,3.10622918615754e-05,0,0,0.000102117926773062,8.44452907846597e-05,5.6595844372342e-05,6.96459795984268e-05,8.93029905819156e-05,0,2.62054138894583e-05,3.50942147530425e-05,0,5.1537407009952e-05,0,0.000121264481595684,0.000124322371113406,0,0,0,0,0,0.000104801223367122,0,0,0,6.5225268564139e-05,1.66274657180933e-05,0,0,0,0,1.99236198384147e-05,0
"1988",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000175525160027255,0,0,0,0,0,0,0,0,0,0,0,0,9.84047589937351e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000100232221787516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.14418459766771e-05,0,0,0,0,0,0,0.000374018203312693,0,0,0,0,0.000459689155126042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000336065403511957,0,0,0,0,0.000254291425973467,0,0,0,0
"1993",0,0,0,0,0,0,0.000267353435115779,0,0,0,0,0.000379705334735966,0,0,0,0,0.000541158007372076,0,0,0,0,0,0.000102980088569924,0,0,0,0,0,0.000472101801319424,0,0,0,0.00020307678713189,0,0,0,0,0,0.00049356260967196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000161035019135763,0,0.000220709823324527,0,0.000445035141125181,0,0,0,0,0,0,0,0.000220795771815115,0,0,0,0,0,0,0,0,0.000801755934247347,0,0.000243510139934424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.32738480090245e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000779761441185288,0,0,0,0,0,0,0.000812085917037826,5.43808832577767e-05,0,0,0.000264687912935806,0,0,0,0,0,0,0
"1995",0,0.000816542405512824,0,0.000310246811922477,0.000484413994087544,6.64206357653115e-05,0.000598621179496531,0.000335443881597533,0,0,0.000291658039964441,0.000259238859268322,0,0,0.000676339805439721,0,0,0,0,0.000623140568333382,0,0,0.000700245129828755,0,0.000533052599350918,0,0,0,0.000505925472377547,0,0,0,0,0,0,0,0,0,0,0.0014054261698852,0,0,0,0,0,0,0,0,0,0.000640669144010333,0,0,0,0,0.000108382391430679,0.000367125403692248,0.000490736299498388,0.000698261061309052,0.000426773935673575,0.000447372497084886,0.000431669473380451,0,0.000453317400678954,0,0.000532143807157713,0,0.000603182645248603,0.000101172311323281,0,0.000283177661881794,0.000751907714405447,0,0,0,0,0,0,0,0,0,0,0,0.00018413638838755,0,0,0,0,0.000443520212874638,0,0,0.000590048686146936,0,0.00108300317314287,0.000898493939916443,0,0,0,0.000179631683916701,0,0,0,0,0,0,0,0,0,0,0,0.00164611792131309,0,0.000292793434352325,0,0.000247845666677945,0.00188134695919739,0,0,0.000344279379762932,0,0.00151614752090088,0,0.000796308212917081,0.00130420392678866,0,0.000361302164806059,0.000430937440371357,0,0,0,0,0,0
"1996",0,0,0,0,0,0,0,0,0,0,0.000121982924430215,0,0,0.000106016024141397,0,0,0,0,0,0,9.1248649970452e-05,0,0,0,0,8.47432513002745e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000118002730793257,0,0,0,0,0,0,0,0,0,0,0,0,0,5.73605697336068e-05,0,0,0,8.11569891582649e-05,7.95326190137613e-05,0,0,0,0,0,0,0,0,0,0,0,9.61093573813243e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000144050402070699,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000",0.000241532142296788,0.000311773762212594,0.000261179703621967,2.24354484536424e-05,4.53209944824051e-05,0.00027536115597562,2.21587219499382e-05,0.000452573239104358,0.000546170919474652,2.65875967719919e-05,0,0,0.000273798331221689,0,0,0,0,0,9.29118484622865e-05,0.00038222289227312,0.000379046201980095,0,0.000210884059143032,0,0.000259178557778207,0,0,0,2.63640953974102e-05,0.000434949804715364,0,0,0.000182699574518174,0.000438408844897474,0,0,0,0.000735816772397856,0,0.000711993748499684,0,0,1.63397424101921e-05,0,0,0,0,0,0.000216437686656187,0.000190953606915017,0.000186584662066101,0.000453522404487551,0,3.68269729739791e-05,0,0.000401053513805303,0.000285591507205088,0.000100925603610039,0.000129366212489687,9.90205698833286e-05,0.000328762267397783,0.000103503723226079,0.000228943045299922,0,0.000180029692154109,2.36134059201176e-06,0.000443480356168919,0.000106978404303835,0.000349855837541412,0.000416485217510135,0.00038525623710664,0,0.00060192158553659,6.69052112569991e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000115667854442493,0.000430110449170684,0.000216967960382989,0.000560506942689599,0.000170534076569028,0.000166762676039613,0.000220369368132343,0.000290426794763311,0.000396268469077615,0.000104646893453233,0,0,0,0,0,0,0,0.000315761201077578,0,0,0,0,0,0,0,0,0,0,0,0.000547230866131059,0,0,0,0,0,0.000148380716007459,0.000212168436874832,0,8.94505468254494e-05,0,0,0,0,0.000545148619717264,0.000248072317498235
"2013",0,0,9.18743051375886e-06,0,1.00853355278929e-05,0,0,4.3613248714822e-05,0,0,0,8.63666474390089e-06,0,0,0,8.65746284299503e-06,9.43803570743847e-06,1.20368144515794e-05,0,1.02842879929259e-05,0,0,0,1.0111143179147e-05,0,0,0,0,1.10581733413139e-05,0,0,0,5.17725214748161e-05,0,0,0,0,0,4.56650630975834e-06,8.11471674138285e-05,0,0,0,0,0,0,0,0,2.47086961673374e-05,0,6.75081374185389e-05,0,1.32110786626024e-05,0,0,4.3007659234109e-05,0,0,5.32009788887825e-05,8.44073949838385e-06,5.01230588462656e-06,2.98638311583555e-06,0,0,0,0,0,9.55676201317667e-06,1.15027365649115e-05,4.38310978320069e-05,0,0,0,0,0,0,0,0,3.27984728319046e-06,0,2.32294379022893e-05,0,3.04680787801743e-05,0,0,0,0,0,7.02147493038021e-06,3.35748138452024e-05,9.04437983539457e-06,0,2.91941546121635e-05,1.36420410270974e-05,0,0,0,1.76925875883342e-05,0,0,0,0,0,0,0,0,1.5733905145925e-05,0,0,1.37981402575031e-05,0,0,0,5.46955155449846e-05,2.46316645802921e-05,0.00029131934713484,0,1.13626042244161e-05,0,0,0,2.664745430041e-05,1.09140558044457e-05,0,2.39377295963003e-05,7.1637954801418e-06,1.83255215223591e-05,0.000195356108831414,0,0,0,0
"2018",4.91426952320334e-05,0.000185329932804043,2.03120127199705e-05,2.95905477522714e-05,1.81245361562375e-05,4.14630756165788e-06,4.51726086076214e-05,3.09569344582824e-05,0,2.71936938249625e-05,0,7.39920727025295e-05,0,0.000164496485973505,0,0,4.06992949196876e-06,0,3.13361929972137e-06,0.000106369983395191,5.707706402852e-06,2.76903214449968e-06,1.30132480323051e-05,3.69511160544175e-05,7.16266958619308e-06,2.77126007247599e-05,0,0,6.48194942515296e-05,0,1.85880005656066e-05,8.06897835413976e-06,4.50486018204545e-05,0,9.50781407575345e-06,0,1.87156482314113e-05,4.48344642045363e-05,5.96522696447306e-05,8.98350189355981e-05,0,0,3.55677048523469e-05,0,0,0,0,1.7400026550468e-05,0.000337825390755493,0,3.64753815052106e-05,2.0787338214362e-05,0,0.000218186120931641,0,2.568717596373e-05,1.54869400806515e-05,4.58190417716252e-06,0,2.78045697756565e-05,0,0,0,0,4.66277344135849e-06,0,0.00029010016806996,1.10465130854963e-05,1.86603750775733e-05,9.52771022717765e-06,0,0,0,0,0,0,0,0,0,0,2.12599558133217e-05,0,0,0,0,0,0,0,2.94418290879974e-05,0,6.33982914005834e-05,0,0,5.33276437437368e-05,2.20010333984307e-05,1.45564001935686e-05,1.95939090117752e-05,1.45047610698703e-05,0,0,0,0,0,0,0.000146985143734326,0,0,0,5.33521761301693e-05,0,0,2.36094616604303e-05,0,1.40841362738064e-05,0,0,0,0,0,4.2075627963785e-05,0,2.64990346770653e-05,6.7661880468194e-05,0,0,0,0,2.00924442649027e-05,0,0,5.46384648808014e-05,0
"2019",3.83173169771981e-05,3.55308301395807e-05,2.51896283601549e-05,0,0,3.66731460176512e-05,3.64045127342643e-05,6.5607203175987e-05,0,1.62670134962321e-05,6.21644013892922e-05,3.77752282809097e-05,9.16597147218901e-05,5.32233256338564e-05,0,0,0.000114869687380887,7.97041779520474e-05,0,0.000102154180675696,0,0,3.34027214520567e-05,2.93043390519534e-05,1.10392304863078e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21429585574964e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06375443062536e-05,2.0736216996833e-05,5.66517350187878e-05,1.61523593891301e-05,8.23376568487308e-05,4.14134107309658e-05,0,0,0,0,0,0.000115602689984821,2.37248984233889e-05,2.73282309388749e-05,0,0,0,1.6235675032761e-05,2.08103508282047e-05,0.000109096678592084,0,3.46742867505405e-05,0,0,0,0,4.19389498208388e-05,0,0,0,0,0,0,7.95014053643634e-05,8.07940729167695e-05,0,0,0,2.02657913800721e-05,6.41215126636826e-05,0,3.73080639871652e-05,2.57119338290945e-05,0,0,0,0,0,0,3.58491983678522e-05,0,0,0,0,0,0,6.61810866281886e-05,0,3.76606558044762e-05,0,0,0,0,0,3.91077431809952e-05,0,0,0,0,0,3.18668659325155e-05,0,3.77942258461532e-05,0,0,0,0
