"","20190107_08_T05F_env","20190107_20_T08F_env","20190111_30_T03F_env","20190111_36_T01F_env","20190114_58_T02F_env","20190114_62_T07F_env","20190117_70_T04F_env","20190117_74_T06F_env","160618_SM_A47RW_38","160829_SM_9ZE92_260","160909_SM_9HYY2_282","160914_SM_6ZT44_382","160915_SM_9ZJIM_292","160921_SM_7ED8Q_459","160923_SM_6WVAO_405","160923_SM_7B7LL_404","160925_SM_7FK6O_412","161012_SM_7CP8G_523","161012_SM_7I21H_613","20190107_06_S08F_env","20190107_12_S06F_env","20190107_14_S04F_env","20190111_32_S05F_env","20190111_34_S11F_env","20190111_40_S03F_env","20190114_56_S02F_env","20190117_72_S09F_env","20190117_80_S07F_env","20190117_86_S10F_env","P18a_CD","P19_CD","P20_CD","P21_CD","P22_CD","P23_CD","P24_CD","P25_CD","P26_CD","P27_CD","P28_CD_IBS","P30_UCr","P31_UCr","P32_Ucr","P33_Ucr","P34_UCr","P35_UCa","P37_UCa","P38_UCa","P39_UCa","P40_UCa","P41_UCa","P42_UCa","UC1","UC11","UC15","UC2","UC23F","UC4","UC5","UC6","UC8","UC9","P02_C","P03_C","P04_C","P05_C","P06a_C","P07a_C","P08_C","P10_C","P13_C","P14_C","P15_C","P16_C","P17_C","Seq85784","Seq85785","Seq85789","Seq86293","Seq86296","Seq86298","Seq86299","Seq86304","Seq86305","Seq86307","Seq86315","Seq86317","H1","H2","H3","H4","H5","H6","H7","H8","160524_SM_A8GT9_17","160618_SM_A77V5_63","160622_SM_7LLEE_121","160624_SM_7DN4P_142","160825_SM_7I1HW_216","160825_SM_7I21P_220","160829_SM_76CCD_221","160831_SM_9HL6A_274","160909_SM_61N7X_343","160909_SM_63ZAL_344","160909_SM_689VN_335","160909_SM_6AXJS_330","160909_SM_9U279_298","160911_SM_61NJD_346","160911_SM_65GXO_340","160912_SM_5QVZJ_354","160914_SM_5ZNHU_329","160915_SM_61U3X_352","160916_SM_62ART_337","160916_SM_689O9_342","160916_SM_6KUDE_363","160916_SM_71T49_392","160916_SM_71T4H_391","160919_SM_6J3OJ_351","160920_SM_6XRKK_454","160921_SM_6ZEWI_414","160921_SM_7GCI5_446","160923_SM_6XTTJ_427","160923_SM_71T47_393","160928_SM_7BCZJ_397","160930_SM_6SSN7_440","160930_SM_71T3Q_395","161004_SM_9W3AR_549","161011_SM_5QVZH_531","161011_SM_9KOQA_562","161017_SM_69UN3_535","161017_SM_7LSOC_583"
"893",0,0,0,0,0,0.000314435688736283,0,0,0,0,0,0.000111669162115288,0,0,0,0,0.000645666070208539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.74666811338085e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000387766324675054,0,0,0,0,0,0,0,0.000290241822610281,0,0,0,0.000510780152799173,4.25853398465497e-05,0.000149628183840358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010297477285821,0,0,0,0,0,0,0,0,0,0,0.00014262248105374,0.00010341379078198,0,0,0,0,0,0
"896",0.00475729719745868,0.00222082405000788,0.0025307831917631,0.0020773680440305,0.00317252112354183,0.000631130310354743,0.00383560322510214,0.00114787853713878,0.00389644667520203,0.00450470657383533,0.00433586409388575,0.00259691514634148,0,0.00242272188123597,0.00131312982358215,0.00160413168779274,0.00245261914465502,0.00262403724257511,0.00172567853494328,0.00125337139172022,0,0,0.000925343880416243,0.00292891067958238,0.000524235291179756,0.00294329355566918,0,0.000171290503991167,0.0025509174530429,0,0,0,0.000632427050134414,0.00507637487596883,0.0021447310894222,0.000203165064151289,0.00701250049015254,0.0040381539047686,0.0010759076057747,0.00187135172005985,0.000299414945197557,0.00296981921965954,0.00710965908590439,0.000934758136439705,0.00144845725511532,0.0010688406732439,0.0117212347989317,0.00174133358215244,0.00351742878927393,0.00353046197668184,0.00100649739736926,0.000172767399226931,0.00493993157870928,0,0.00235025171962796,0.00144162558822259,0.00236157552047095,0.000268438843034687,0.000565367074722138,0,0.00208391773714422,0.00444831163004486,0.00410834132716695,0.00428458345568449,0.00277767835663028,0.00211792646111479,0.00100504076749407,0.0015181465213965,0.00367683829356923,0.00102194136480599,0.00268775494661462,0.00137278077207142,0.00352478330889553,0.00441056196789066,0.000883559780743532,0.000308206849174427,0.000955858236127035,0.00019914341930002,0.00605278484125561,0.00242812013356951,0.0026259694964765,0.00341162055653028,0.00514839680067132,0.0019855678638315,0.00164542181144422,0.000536402050458915,0,0.000995776415056857,0.00266151445767001,0.00144460265267585,0.00201391080137492,0.00116376432933322,0.000953300905558392,0.00475087202438878,0.00626515695530721,0.000109914324778445,0.00335689860372162,0.00148372178705988,0,0.00781077433292314,0,0,0,0,0.00121648302067777,0.00386297627881464,0.00109689815972224,0.000268479444898089,0.00346057482994251,0.000583640572037641,0.00646934193934915,0.00247650203369923,0.000217910375965913,0.00435550879215065,0.00385823817163036,0,0.00123540577493075,0.00482364610208619,0,0.00270595362640716,0.00110477409335615,0.000561157861302665,0.000835382559878142,0.000557350776015251,0.00125882378743009,0.00262961154270378,0.000913180515769838,0.0031211471451547,0.000206509321590366,0,0.00142287798540092,0.000684889576384148
"902",0.000255332853535726,0.000119795163990193,0.000433122463458426,0.000728159077910747,0.000183571365245999,0.000342304074221904,0.000330516127289604,0.000822656834377298,0,0,0.000340617838386194,0,0,0,0,0.000149976057601388,0,0,0.000244903689226781,0.000426438442415091,0.000133473670699847,0,0.000596918601791166,0,0.000125073879522431,0,0,0,0.000157588062501943,0,0,0,0,0,0,0,0.000279005398655047,0,0.000248611972905459,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000209491095777108,0,0.00025434057158429,0.000315539313204247,0.000262918140521716,0.000777842975761938,0.000246590632035373,0,0.000212282881625973,0.000219653162786545,0,0,0,0,0.000692249917673827,0,0,0,0,0.000220357587381976,0,0.000380417580369475,0,0.000393394616328947,0,0,0.000344068074049479,0.000393542149651201,5.29867466006979e-05,0.000377368974753116,0.000501595108105678,0.000197047685961936,0,0.000251523874913661,9.59214757367049e-05,0.00029702287989696,0.000324196210058115,0.000329620900673585,0.000903180657312883,0.000409086568651776,0.000179956255348934,0.000531493750963955,0.000204017268417234,0,0,0.000363507027953183,0,0,0.000254699933045978,0,0.000375744094150983,0,0,0,0,0,0.000204675795798344,0,0,0.000846006317380825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000136808501771956,0,0,0,0
"909",0.000423035335746669,0.000452861422135404,0.000156144472517943,0.000777661238957184,0,0.000675462359636382,0,6.78773805511846e-05,0.000237914669946547,0.000234503970014057,0.000101944505628744,8.13032939318902e-05,0.000228560229430662,0.000478615271192122,0.000257777357524603,0.00116793944175238,0.000165010955689477,0.000533785473467934,7.42246633138542e-05,0.000185695213841404,0.000707734862444982,0,0,0,7.80201682145513e-05,0,0,0,0,0,0,0.000300672668007083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000174073138601991,0.000290389991835175,0.0010788382142055,0.000229718938804186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000312659715787567,0,0.000218099890409302,0,0,0.00019044416796352,0.000748619024551708,0.000125002994084449,0.000152809902538258,0.000138375451925767,0.000251301356224838,0.000262563073355697,0,0.00026359680034912,0.000242759467996038,0,0,0,0.000457787637431366,0.000262958041369898,0,0,0.000403583671500999,0.000653100365597211,0,0.000537175989354102,0.000186002760257064,0,0,0,0.0003553492159925,0.000917619722795481,0.00027726725852038,0,0.000327894967330543,0.000119559516053394,0.00103154691642112,0.000874515775532002,0.000100357358884869,0,0,0.000683645898981359,0.000144983671162555,0.000351109969642835,0.000401584066576497,0,0,0,0,0,0.00294341339415272,0.000206703116172845,0.000501687730833086,0.000842238275283183,0,0,0,0.00010288054078008,0.000202650338472089
"912",0,0,0.000137487389473782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000424030459670712,0,0,0,0,0,0,0,0,0,0,0.000608232915434139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000121315133762475,0,0,0,0,0,0,0,0,0,0,0.000160404637535538,0,0,0,0,0,0,0,0,0,0,0,0,0.000376172514016899,0,0,0,0,0,0,0,0,0,0,0,0,6.590437183408e-05,0,0,0.00339004730518396,0,0,0,0,0,0,0,0,0
"914",0,0,0,0,0,0,0,0,0.000104944553852138,0.000156403698595222,0.000130976514694962,0.000102202599435978,0,0.000218809637525017,0.000172408984665357,0.000112342721442744,0.000221812276452929,0.000580977948507916,0,0,0,0,0,0,0,0,0,0,0.000298329219023509,0,0,0,0.000197097097209478,0,0,0,0,0.00111198722678295,0,0.000185673370543992,0,0,0.000362704179562966,0,0,0,0,0.000231635556285841,0.000233855404908425,0.00045984193677633,0.000658606929625569,0,0,0,0.000619471926506395,0,0.000232669297984526,0.000203611898940512,0.000131296971382809,0,0,0.00041952415262455,0,0,0,0,0,0,0,0.000208771144528249,0,0,0,0,0,0.0002479403983654,0,0.000362388027224374,0.000914872340572773,7.93457310431784e-05,0.000243641794561005,7.16755813708698e-05,0.000265313267800804,7.0661397522514e-05,0,4.4173341072616e-05,0,0.000299222668771388,0.000334087201224764,0,0,0,0.000130880714947942,0,0.000177280971724988,0.000550789280026408,0.000102463169592496,0,0,0,0,0,0.000281349677794008,0.00022917834975257,0.000635116327066784,0.000561071059959934,0.000648642860766942,0.000926918601014952,0.00063858670417972,0,0,0.000525205561734372,0,0.000183422670217865,0,0,0,0.000169391248737471,0,0.000254134176635017,0,0,0,0,0,0.000279966010004014,0.00027461158237881,0.000300237058444232,0,0,0,0.000260575685265389
"915",0.000364787914932214,0.000355319567666741,0.000254847674470247,0,9.76716608050661e-05,0.000142310057762898,0.000126458148169929,0.000636943751799345,0.000106519901549809,0.00052567458203108,0.000133467468443417,0.000214972958833046,0.000327529459104084,0.000748944884431624,0,0.000114017029070999,0.000228782027330318,0,0,0.000391122310548555,0,0,0,6.46875548042812e-05,0,0.00017572043299625,0,0,5.75331219909518e-05,0,0,0,0,0,0,0,0,0.000130734985563088,0,0.0004342171695472,0,0,0.000109527290069228,0,0,0,0,0,0,0,0,0,0,0,0.000633439382236036,7.03140985774343e-05,0,0,0.00026965480735545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000192259350347031,0.000494774178617849,0,0.000244214724816651,0.000191825688925067,0.000494392707415264,5.08108966410705e-05,7.72847184420786e-05,0,0,5.35823043341954e-05,0,0,0.000331032343014973,0.000266458458461407,0.000240576320697232,0,0,0.000207769954993693,8.40676699777847e-05,0,0.000111647509727271,0.000143811526893726,0,0,0,0,0,0,0,0.000192285540174205,0.000222293726784023,0,0,0,0,0.000432850383992387,0,0,0,0,0,0.000186471947266691,0,0.00013447150388447,0,0,0,0,0.000140739431480106,9.70429337415495e-05,0.000145411272509502,0,0,0,0.000621312302718286,0
"918",0.00226848183956731,0.00154797634932891,0.000694387862586497,0.00118176829101222,0.00123859015274508,0.000876161077756437,0.00160267071267267,0.00060489976701273,0.000962168459036168,0.00186280177281521,0.00234824752884303,0.00126960155616917,0.000206987648845835,0.00151699715865785,0.000761990838587271,0.00237378295589566,0.00135206526545653,0.00343743909139269,6.16574039049274e-05,0.00053752044829369,0,0,0.0002016833707504,0.000999545119433184,0.000289149155528934,0.00138109455349912,0,0,0.0011794267001477,0,0,0,0.000400969389412859,0.0013330464442482,0.00183471697180341,0,0.00226158989863722,0.000447507281643179,0,0.000715728843972119,0.000451936446611518,0.000503211188703084,0.00381393993901671,0.0019611976933311,0,0,0.00439019159654332,0,0,0,0,0,0.00148441527437148,0,0.00101703559230263,0,0.00221069440477157,0.000404540208208507,0.000194844208388529,0,0.000947358344132984,0.00152810367152064,0.00372624204259254,0.00256952166842676,0.000351267307854806,0.00158416659622538,0,0.00101194566437675,0.000360307024951598,0,0.000333360612459886,0.00402820896882513,0.000376240121456237,0.000346761505343946,0,6.25067731995002e-05,0,0,0.00154533358084158,0.00102060630709868,0.000865705601111576,0.00147121761590831,0.00166348816060167,0.000988967639881401,0.000542920572405712,0.000500559615696625,0,0.000304730671411016,0.00178712091861617,0.00490105163436184,0.00179951198388909,0.000119602668978746,0.00196465510176768,0.00186710338720614,0.00107627941798242,0.000251372248101293,0.00128613501983686,0.000401912309940691,0,0.00228353585363566,0.00013163626645785,0,0.00111907256009387,0,0.000943504492150752,0.00176285557244711,0.000142135546573913,0.00233248241955373,0.00133891553911103,0.000873813801808692,0.00251907452581693,0.00153979349554284,0.000387851296226701,0.00177692176442017,0.00068334280348581,0.00148751814070983,0.000577549364444734,0.00217976480319781,0,0.00100829839238944,0.000903016714766588,0.000400094157317802,0.00140640598521809,0.000481708355778409,0,0.00210028901109866,0.00144633994771526,0.000938616864703273,0,0,0.000924238476954273,0.00103447992102272
"919",0,0,0,0,0,0,0,0.000482221906881475,0,0,0.000653308213049922,0.000369314750500898,0,0.000387347005107345,0.000199150285397823,0,0.000125113604191964,0.000909139012091566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000264679506626381,0,0,8.253072549709e-05,0,0,0.000170703603955904,0,0.000302550545146586,0,0,0,0,0,0,0.00110796148441201,0,0.000419687658717855,0,0,0.000859568593319238,0.000176326900557137,0,0,0,0,9.09700256412492e-05,0,0,0.000147443415377651,0.000662891009875773,0.000716626508416415,0.000189792506000081,0.000617375995743271,0.000716893440590497,0,0.000312868148122645,0.00013622413136514,0,0.00117166763267659,0.00101599053648892,0,0,0.00115250205216014,0.000267783509504914,0,0,0.000416221791136985,0,0,0.000200022817559682,0,0,0,0,0,0,0,0.000270319403495148,0.000188778037325218,0,0,0.000496048367690642,0,0.000236674216928179,0,0.000231779279420607,0.000395216569820291,0,0,0,0.000428940585081753,0,0,0,0,0,0,0.0015588352984372,0.00020728611088737,0,0,0
"921",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.46064392606779e-05,0,0,0,9.31088800824312e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88204352825579e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76171451000549e-05,0,0,0.000272738816472153,0,0,0,0,0,0,0,0,5.39357247829239e-05,0,0,0,0,0.000251383800676254,2.80737366201445e-05,0,0.000143631010572893,0,0,0,3.30620711045551e-05,0,0,0.000131853964990997,0,0,6.53136074391286e-05,0.000313525502336617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"922",0.000839949835671255,0.000268990555211408,0,0.000197015060522651,4.82358410196106e-05,0,0,0.000139936281362648,0,0,0,0,0.000233575767131709,0,0,0,0,0,0.000141331321788594,0,0,0,0.00016329328897404,0,0,0,0,0,8.30039618894609e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1675766456245e-05,0,0.000100267992325229,0,0,0,0,0,0.000254911702979314,0.000107002996798972,0,0,0,0,0,0,0,0,0,0,0.000229538865314002,0,0,0,0,0,0,0.000136864601719592,0,0,0,0,0,0,0,0,0,0,0,0.000349638091174634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000167681688061172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"924",0,0,0.00026311262060998,0,0,0,0,0,0.000292122242685462,0,0.000360517525349456,0,0,0,0,0.000163916016498112,0,0.000486876356358957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000255820722517362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000208066341989818,0,0,0,0,0,0,0,0,0,0,0,0,0.000291116166660239,0,0,0,0,0,0,0,0,0,0,0,0.000293343995208967,0,0.000219178284676226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000141588763069665,0.000574008314517284,0.000417792168985706,0,0,0,0
"925",0,0,0.00024788819033408,0,0.00025829974245075,0,0,0,0,0,0.000734980665444429,0.000117062121017255,0,0,0.000796801449149205,0.00102452901596239,0,0.000358004288259096,0.000535841570372929,0,0,0,0,0,0.00251982794288165,0,0,0,0,0,0,0,0.000272051545942095,0,0,0,0.000337380597391835,0.00240045145089636,0.000789581086518911,0.00135130017053834,0.000570249782584137,0.000637449967287336,0,0,0.000502008020564068,0.00033251001858934,0,0,0.00225059544152121,0.00144051649226598,0.000310891356290976,0,0.00064412658679953,0,0.00126829818089533,0.000530972055871288,0.000681593915210142,0.000414420749718168,0.000137504542993984,0,0.00110555472537911,0.000908037886121355,0.000981214574262267,0.000697060424448047,0.000237683089802633,0,0.0014253175299011,0,0,0.000511676291479283,0,0.00120231594349539,0,0,0,0.000551712536874956,0,0.00136385371478519,0.00106253424108138,0.000452871175174654,0.000732016994571482,0.000295117514932346,0.000498461032480626,0.000380690873326529,0.000111646521355572,0.000297444258654503,0,0.00109086826879087,0.000716612473760784,0.000893564446401718,0.000626184055548066,0.000764247458427136,0.000658753663218131,0.000636061846778942,0.000317814903817525,0.00137970911332244,0.00157071622923564,0.00119825671262665,0,0.00119171487572752,0,0,0.000294431364846649,0,0,0.000199741132021334,0.00115893470074518,0.000434571753773789,0.00113696300539566,0.000873234889281669,0.000247714749244959,0.000621239029025461,0,0.000205660592255155,0,0.00072068582823191,0,0.000998787001563972,0,0.00248738633898069,0,0.000124116052569065,0.00158748888102128,0,0,0.000298312978639829,0.000554205605689306,0.00112315754501506,0.00205308703765333,0,0,0.00144278718074327
"928",0.000410033935880148,0.00044237573801,0,0,5.06297052382751e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00030834966707569,0,0,0,0.000304482171828521,0,0,0,0,0,0,0,0,0.000676638549089359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000434026095678654,0,0.000237852987205792,7.38803865041251e-05,0.000466089665233724,0.00210206858382913,0,0,0.000228088944686051,0.000422013515385251,0,0,0,0,0.000116100655559858,0,0,0,0,0,0,0,0,0,0,0,0.000293746738044269,0.000223751056049167,0,0,0.000297876364095461,0.000419068335540725,0,2.88612888492625e-05,0,0.000475785589560693,0.000222923662846143,6.52359681392579e-05,6.15461269206893e-05,0.000765323843575714,0.000759079245566755,0.000172459050226094,0,0,0,0.000217105833138114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"929",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92454034140535e-05,0,0.000445881453268991,0,0,0,0,6.01478627034079e-05,0,0,0,0,0,0,0.000221311493085634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000191963787096007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000151723048107751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000108370535531606,0,0.000385802849513795,0,0,0,0,0,0.000324621819992339,0.000186026878706293,0,0,0.000155451640517229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"932",0,0.000130809842721685,0,0,7.04385473384272e-05,0,0,6.74502323546447e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000531710368842563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000346189127822697,0,0,0,0,0,0,0,0,0,7.5707904154845e-05,0,0,0.000436887662744165,0,8.86259638086627e-05,0.000128287392189882,0.000192859944102693,3.45198667619846e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89030391687556e-05,7.01364971051439e-05,0.000117211607595793,7.99513263218654e-05,0,0,0,0.000219249596367275,0,0.000527904741324663,0.000126608363833909,0,3.60671540866411e-05,0,0.000249379809759349,0.0003400620560165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000149597672445282,0,0,0,0,0,0,0,0,0
"935",0,0.000988513372291725,0,0.00046810142647459,0.000304738055273017,0.000192113605589796,0.000452846202367979,0.000596687864681084,0,0,0,0,0,0,0.000376828177899287,0,0.000235051384501292,0,0,0.000615421764051623,0,0,0.000497912787568435,0,0.000255673369907079,0,0,0,0.000256086884575925,0,0,0,0,0,0,0,0,0,0,0.00099036616275421,0,0,0,0,0,0,0,0.00146334421850273,0,0.00101446249119385,0.000268858093374992,0,0.00110942886376933,0,0.000222805362133368,0.000587695047105195,0.000567573549068462,0.00019923217912816,0.000450967603799629,0,0,0,0,0,0.000205947881499438,0.000465054518744224,0.000232831266562732,0,0,0.000445401652636825,0.000525587955944981,0.00105093386608122,0.00022091577449488,0.000203379768184065,0.000390162467258495,0,0.00023913387627333,0.000281220589173203,0.000293545693165378,0.000590275797946825,0.000425057075620648,0.000306721104023672,0.000333564440231712,0.000436501859615465,0,0.00041691415121221,0,0.000801451735090327,0.000152660530169953,0,0.000399746898780608,0,0.000702250727033934,0.000895195965499296,0,0,0,0,0,0,0,0,0.000652453656432399,0,0,0,0,0,0,0,0,0.000276742096939007,0,0,0,0,0,0.000389198075092547,0,0.000587987873615873,0,0.000492960708423775,0.00114933092847474,0,0,0,0,0,0,0,0,0
"942",0.00088949674851019,0,0,0.000185702535838131,0,0.000450073452322255,0,0,0.000105599384969966,0.000921688748518395,0.000257299325601141,0.000103405649066287,0,0,0,0.0006639450378197,0,0.00124280464279519,9.44586023163205e-05,0,0,0,0,0,0.000183711542653224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000451562917344652,0.000550431233706385,0,0,0,0,0,0,0,0,0,0,0,0,0.000214729203788485,0.000860023620478435,0.000247099302564257,0,0,0,0,0,0,0.000514723288454462,0.000262065921477928,7.9039041460389e-05,7.4612534257829e-05,0,0.000690364104002156,0.000660368409081216,0,0,0,0,0,0,0,0,0,0.000614368921202224,0.000534063516388567,7.05708481318498e-05,0.000526739159515429,0,0.000189229951346041,0,0.000279363392001218,0,0,0.000901100565369836,0.000615134033599631,0.000425364968042204,0.000452332230114245,0.000677145029618441,0.00139223596628048,0,0.00017257830892173,0,0,0.0024403188729615,0,0.00123198442038349,0.000251169758237052,0.000898974436448516,0,0,0,0,0,0.00103643859316177,0.000971196041591655,0.000297769092326138,0.000164827299592277,0,0,0
"945",0,0,0,0.000335220856715451,0,0,0.000965665992091575,0,0.00177968355027298,0.00111555713135958,0.000308556652236047,0.000977630884402217,0.0012087900606954,0.00110928587913148,0.000402755301718533,0.000353137954270312,0.000946979528230629,0.000280802216953573,0.000147721515100662,0,0,0,0,0,0,0,0,0,0,0,0,0.00191429879652573,0,0,0,0,0,0,0.000439746628603059,0,0,0,0,0.000138860584860903,0,0,0,0.000152934692020487,0,0,0,0,0.000353074092376753,0,0,0,0,0,0,0,0.000564635617955103,0.000352557089828064,0,0,0,0,0,0.000966001018865509,0,0,0,0,0,0,0,0.000197207453865596,0.000980697589965479,0.00031741075493914,0,0.000545676091765931,0.000121073957801651,0.000690899113489088,0.000232784551040653,0,0.00162880180642327,0,0.000229766977894245,0,0,0.000916847514583672,0,0.000476170407549741,0,0,0,0.00014343569336217,0.000436031391474012,0.000611058352964855,0.00251294756068347,0.000455741717654823,0.000465011562804299,0,0.000457725250813176,0,0.00124733010402445,0.000439017512764755,0,0.000173548659657122,0.000245713844114639,0,0.00037371965692282,0.000103514727833956,0.000140666477692539,0.00164040793601404,0.000984543826699294,0,0.00113543054577366,0,0,0.000105048465231106,0.000810835004038746,0.000350746708279395,0,0.000175298711306804,0.00155109286457714,0.000152905205739018,0,0.000324139639427484,0.000134301970125968,0.00038773513255882,0.000211185967215496,0.000642674682597729
"946",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000182550625589147,0,0,0,9.32098605782439e-05,0.00070443480505068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000308385290393526,0,0,0,0,0,0,0.000130346454028223,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000573166223849919,0,0.000115846930714532,0,0,8.87296651211866e-05,0,0,0,0,0,0,0,0,0,0,0,0.000132288229795711,0.000642358694219913,0,0,0,0,0,0,0,0,0.000285044437010671,0,0,0,0.000171835133008866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000322511551950551,0,0.000456803658850819,0,0,0,0,0
"949",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.53693922997029e-05,0.000467855574714048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000174404069270956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000210346146207855,0,0,0,0,0,0,0,0,0,0,0,0.000166398635597817,0,0,0,0,0,0,0,0.000237670108951891,0.000129961230399405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000415322818427771,0,0,0,0,0,0,0.000212538579999062,0,0,0,0,0,0.000229314555325206,0.000167599471508359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000100617894671557,0,0,0,0,0
"954",0,0,0,0,0,0,8.1417055237707e-05,8.60226892030996e-05,0,0,0,0,0,0,0,0.000218287542599097,0,0,0,0,0,0,0,0,0.00140176176391928,0,0,0,0.000179578112742738,0,0.000204461993191936,0,0,0.00119738043654123,0,0.00103240457056704,0,0,0,0,0,0,0.000137059271766268,0,0,0,0,0,0,0,0,0,0.000540947177105613,0,0,0,0,0.000533136050586109,0,0.000625330535411089,0.0001510990475105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.62705553569783e-05,0.000100533303907656,0.000364709366604904,5.9781056059177e-05,0.000795328623556446,0,6.73003289357382e-05,0.000107176900197756,6.43671271941038e-05,2.36238541153372e-05,0,0,0.000333289511842018,0,0.000215987266865016,0.000350868192248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000886849176404636,0.000293998898123516,0,0,0.000168782839817929,0,0.000180245961247328,0,0,0.000240410987031826,0
