"label","batch","species","mean"
0.271760473310372,0.00427998205042579,"32",0.789212527146033
0.2337870826164,0.0314874625842885,"34",0.836176031722833
0.240255594129636,0.0330099986839639,"42",2.25092603344148
0.208037510585643,0.0282365061392782,"68",0.414793246135125
0.215369655217863,0.0611180466591719,"108",0.122296026501992
0.227808963126182,0.0599208991803259,"110",0.944213833257406
0.228602376415586,0.0225725969253817,"112",0.552177610485834
0.251843078581933,0.0600668657969649,"122",0.478400430221341
0.26103929921533,0.0215417371428903,"127",1.21739846825116
0.20127609649681,0.0219813348522863,"134",0.244347005629165
0.243214498157294,0.0180286357884745,"188",0.0977160072962845
0.211777532737799,0.00547219983995573,"191",0.0765645699014444
0.264814036141111,0.0198503341036138,"242",0.094427078709068
0.202273492355894,0.0443513987078222,"422",0.0666614809246965
0.257181093590561,0.107129890197292,"426",0.0528968535686275
0.203432155459241,0.0832103045432218,"522",0.00315659783004679
0.204428758099922,0.0440204035101245,"664",0.108347163214614
0.213923368265299,0.175878981014103,"1002",0.0132514784456558
0.211657455413886,0.0460489069310345,"1180",0.0363721666816007
0.284185951075175,0.0648754804375825,"1703",0.0274069960954904
0.343807943832314,0.0268923811496838,"1711",0.0694516297407874
0.232391225666961,0.00596814400044943,"1712",0.0244145381731227
0.307483019013479,0.0347483888618501,"1716",0.0290530843464588
0.288690079013619,0.110153297268745,"1720",0.0400395488609442
0.300919939888811,0.032348323377979,"1726",0.0647448965390451
0.289455911249539,0.0702719061805457,"1732",0.0365736243085281
0.22346401405591,0.0378415388459581,"1738",0.524233964311848
0.20391564751367,0.0567138548136815,"2328",0.0260540408410711
0.271913511283752,0.137199039459872,"2515",0.0195797668670186
0.269555296958378,0.166099146019647,"4981",0.0220010795527915
0.332861188956258,0.0716271228546796,"11093",0.249711729880815
0.209161788220881,0.0212804550410337,"11191",0.0712956259646655
0.250793269756979,0.12172941223551,"11201",0.0725979592845536
0.304503732677809,0.0731034830110632,"11202",0.908824188071703
0.310852424103908,0.026132210182309,"11205",0.189078026200229
0.226220372320132,0.0365618461490297,"11219",1.32902391094408
0.406818639904236,0.0328446858450911,"11226",0.42364256007367
0.224285748020605,0.0305383509517074,"11258",0.0606288518370748
0.510997021247455,0.0459814741241527,"11265",0.484084990570804
0.515133686749239,0.0435050090753887,"11314",0.461749599919771
0.458770779255572,0.0287824265815712,"11319",0.704340397251538
0.315822602565635,0.0103530334960567,"11335",0.03017408905605
0.461155247457165,0.0423703836081674,"11337",0.805359170274387
0.291583026105136,0.0434104504263202,"11339",0.288606350024861
0.449352048793378,0.00331848434049409,"11387",0.0847549216180787
0.356661220914274,0.019062282754873,"11388",0.138165921245427
0.233360851731765,0.0136537186413801,"11474",0.0688006911953894
0.245311480984309,0.150189902673826,"11485",0.0185940345941542
0.466087259089947,0.0431064386821336,"11604",0.101499367129262
0.42597872544084,0.00139544671782521,"11665",0.108316998794011
0.207149243804104,0.00761712758451438,"11725",0.0335558551161321
0.446857905542871,0.0382483800631461,"12145",0.108567892450939
0.209723940077791,0.0779921201588006,"12149",0.0254187442690967
0.200122107074252,0.0612104454915613,"12559",0.0287746893365854
