"label","batch","species","mean"
0.251125296853264,0.0444400790574515,"0",0.0346048509871364
0.33557622116824,0.0282399524964324,"9",0.0820292831981553
0.234523496303474,0.00758494657127684,"10",0.0292983839439245
0.259365969048602,0.0261064773281744,"14",0.0349127500347226
0.295908491777393,0.0319062530151129,"23",0.0691336200647497
0.271865585245183,0.076292334656345,"30",0.0428834257367758
0.202768570050794,0.0389820187178563,"36",0.615274983818415
0.282242302390127,0.0429027692989122,"70",26.575399169529
0.290242356143441,0.0109910070910143,"93",0.691539363478309
0.21013520453324,0.0104634354259623,"161",0.178486622767239
0.263604262297863,0.0245173389525779,"180",1.19605215837627
0.239036571786619,0.038227826544672,"188",0.101400189789534
0.205475786636604,0.0886371014097205,"312",0.103522396638885
0.331501634042732,0.0813064957883936,"1665",0.0430349102442577
0.236334572092148,0.0920865876406891,"2762",0.0435978364055946
0.243931289657924,0.0658316700483729,"3655",0.0769615495300805
0.2675744428948,0.121737558306521,"5540",0.033961751219492
0.273818649640566,0.0989628015627987,"7964",0.0437848044100155
0.316303557593728,0.0701610609910724,"12162",0.298118597291196
0.242716734557462,0.127104751873274,"12271",0.0862495287838581
0.269809525508979,0.0709350981014538,"12272",1.06684698088007
0.307997307892153,0.0264165585412328,"12274",0.217540008031403
0.207658916468291,0.0390448130504378,"12287",1.59699028988819
0.401533621123243,0.0341036875328622,"12294",0.42294398986928
0.215737394621903,0.0319564694564695,"12327",0.0647529761562118
0.502079268916219,0.0459546357623665,"12334",0.560955337121734
0.50032068975874,0.0449217425108144,"12381",0.550459294815082
0.449998166864238,0.0319978848653103,"12386",0.795805424104505
0.300828488904557,0.00641574642644105,"12400",0.03661309361981
0.443285970328223,0.0433994894655156,"12402",0.961383438664701
0.258499141259985,0.0455613284309547,"12404",0.349657924108942
0.479722999559544,0.00507691787372833,"12452",0.100583539466075
0.360183495968897,0.0152969590122223,"12453",0.153036202301751
0.232910782691403,0.0131001298189987,"12539",0.0806277394455772
0.23443799854389,0.162737380258092,"12550",0.0221634517130316
0.448026871736942,0.0425163423682196,"12670",0.118732495513002
0.42597872544084,0.00256651935633989,"12733",0.12596776066273
0.466115514906661,0.0456605264852989,"13206",0.12814700326878
0.243023426856587,0.0421806177418066,"13210",0.0318839439628154
0.209920273639318,0.0585599197343968,"13615",0.0347530459573558
