"","160524_SM_A8GT9_17","160618_SM_A47RW_38","160618_SM_A77V5_63","160622_SM_7LLEE_121","160624_SM_7DN4P_142","160825_SM_7I1HW_216","160825_SM_7I21P_220","160829_SM_76CCD_221","160829_SM_9ZE92_260","160831_SM_9HL6A_274","160909_SM_61N7X_343","160909_SM_63ZAL_344","160909_SM_689VN_335","160909_SM_6AXJS_330","160909_SM_9HYY2_282","160909_SM_9U279_298","160911_SM_61NJD_346","160911_SM_65GXO_340","160912_SM_5QVZJ_354","160914_SM_5ZNHU_329","160914_SM_6ZT44_382","160915_SM_61U3X_352","160915_SM_9ZJIM_292","160916_SM_62ART_337","160916_SM_689O9_342","160916_SM_6KUDE_363","160916_SM_71T49_392","160916_SM_71T4H_391","160919_SM_6J3OJ_351","160920_SM_6XRKK_454","160921_SM_6ZEWI_414","160921_SM_7ED8Q_459","160921_SM_7GCI5_446","160923_SM_6WVAO_405","160923_SM_6XTTJ_427","160923_SM_71T47_393","160923_SM_7B7LL_404","160925_SM_7FK6O_412","160928_SM_7BCZJ_397","160930_SM_6SSN7_440","160930_SM_71T3Q_395","161004_SM_9W3AR_549","161011_SM_5QVZH_531","161011_SM_9KOQA_562","161012_SM_7CP8G_523","161012_SM_7I21H_613","161017_SM_69UN3_535","161017_SM_7LSOC_583","20190107_06_S08F_env","20190107_08_T05F_env","20190107_12_S06F_env","20190107_14_S04F_env","20190107_20_T08F_env","20190111_30_T03F_env","20190111_32_S05F_env","20190111_34_S11F_env","20190111_36_T01F_env","20190111_40_S03F_env","20190114_56_S02F_env","20190114_58_T02F_env","20190114_62_T07F_env","20190117_70_T04F_env","20190117_72_S09F_env","20190117_74_T06F_env","20190117_80_S07F_env","20190117_86_S10F_env","Seq85784","Seq85785","Seq85789","Seq86293","Seq86296","Seq86298","Seq86299","Seq86304","Seq86305","Seq86307","Seq86315","Seq86317","H1","H2","H3","H4","H5","H6","H7","H8","P02_C","P03_C","P04_C","P05_C","P06a_C","P07a_C","P08_C","P10_C","P13_C","P14_C","P15_C","P16_C","P17_C","P18a_CD","P19_CD","P20_CD","P21_CD","P22_CD","P23_CD","P24_CD","P25_CD","P26_CD","P27_CD","P28_CD_IBS","P30_UCr","P31_UCr","P32_Ucr","P33_Ucr","P34_UCr","P35_UCa","P37_UCa","P38_UCa","P39_UCa","P40_UCa","P41_UCa","P42_UCa","UC1","UC11","UC15","UC2","UC23F","UC4","UC5","UC6","UC8","UC9"
"242",0,0.00240165111743806,0.000321744757059498,0.00107101875150705,0.000755832078417378,0.000494262916957745,0.000592139750922824,0,0.000175546582807845,0.00186177712721089,0.000267175455261955,0.00118684051895684,0.000660502764265307,0.000264035257626151,0.00146968492782622,0.000227630143829419,0.000907276172361039,0,0.00052808467782274,0.00057469273309991,0.000987183773637984,0.00136413491264167,0.0015247327560034,0.000910056160198381,0.000783795624371565,0.000196286742681271,0.00054456296687468,0.000188038370609024,0.000288628849294372,0.000269722323577749,0.00101560835393274,0.00113717938002687,0.0010927156477909,0.000763918945137357,0.00156501778523373,0.00075115309645074,0.000115566391652913,0.000341502589062275,0.000287616581600451,0.000299105538310312,0.000300617994371285,0.000797112680888054,0.000173122364511,0.00193628211509002,0.000418570433325716,0.00310735142126514,0.0027435731728199,0.00203289083342041,0.000415136942633502,0.000431326153147958,0.000257213105138562,0.0019112551629683,0.000346629546264131,0.000397930922984608,0.00157827225523146,0.000595725783219848,0.000300944918430087,9.22911740471244e-05,0.00261388504994538,0.000459347200488227,0.000149410347211708,0.000687304592875688,0.00362220866109804,0.000144374595724022,0.00146409307364852,0.000373344446340761,0.000283738404970216,0.00271533572471096,0.000558125718981566,0.000712989551357231,0.000349635495626459,0.000466988494797748,0.000883430896810707,0.000328128371457353,3.02208435080078e-05,0.000717851835070453,0.000486242970011963,0.000330559157560057,0.000956033149921776,0.000311561969691808,0.000425024094905834,0.000509167115611725,5.68034760098473e-05,0.000560245556876153,0.000724661842752426,0.000473092103189319,0.000153499368220728,0.000655087839566647,0,0,0.00015145785515869,0,0.000128307973884602,0.000442858683564829,0,0.000595922050555808,0.000769841282282697,0.000844519648427252,0.000251214576629734,0,0,0.000909035543907017,0.000806870750198545,0.000682764230683122,0.00345602603413718,0.000202181018805127,0.000992834315859707,0,0,0.00013645048896286,0.00347254017852625,0.00231787299988912,0.00158643250574497,0.00284361443392233,0.000654173229745344,0.00336625468989537,0.00282411891993021,0.000344141895075131,0.00238517661887046,0.00117807676377185,0.000177594406955927,0.0010836275737196,0.00026993068852987,0.00309129465522538,0.000169029137168384,0.0012256821549632,0.000843408209534878,0.000239886411627505,0.00181698747589595,0.00166906043368327,0.00166489126811308,0.000999592319271332
"244",0.000163981274236532,0.00267200155767572,0,0.00383473931491132,0.001023080566713,0.00790714953581955,0.000344045202810699,0.000721643849207128,0.00106948721096539,0,0,0.00457578272300831,0.00120968098826315,0.000480160368494887,0.00514066568896352,0.000851704329656971,0.00166645269349005,0,0.000468685162141516,0.00278336242938243,0,0.00718716977767341,0.0124364143189754,0.00145133526010199,0.00545923605776855,0,0.0204892266422467,0.000341094376652003,0.00108961114605268,0.000490771656662505,0.0186534679264193,0.00252063771686522,0.018050078034278,0.00150789631205959,0.00101939335933826,0.00186906332591075,0.00068332900922133,0.000219940922928936,0.00347304482892044,0,0.000269817269730562,0.00102508700980349,0,0.00111314091822216,0,0.00271909693264054,0.0214140616254247,0,0.00134080814560882,9.84802596737308e-05,0.00103501354203512,0.00801651327002672,0.00217126359000653,0,0.00939207238835002,0.00693760192167707,0.00199568654534321,0.000998663057762238,0.00667033229350903,9.08969930588908e-05,9.06118904311064e-05,0.000160739928327081,0.00595928113630013,0,0.0121941628303851,0.000718298304872994,0.000907258479125815,0.00289378895095424,0.0151178691997073,0.00169802547052086,6.88772155031036e-05,0.000406094296147207,0.0013218033231877,0.000177786085839696,0.00041066024987898,0.0103298981871763,0.000883440623888324,0.000171245640719831,0.00453137845071937,0.000334665827446017,0.000982422736344866,0.00116004961547634,0.0001435011904396,0.000617058646311172,0.000751861773417925,0.000460780166288646,0.00133618624749063,0.000696967351796903,0.000446502651741866,0.00027116290499707,9.07642196158831e-05,0.00423758525762027,0.000223788621253531,0.00035938731718719,0,0.00095509679157934,0.000147806152908286,0.000136620026747295,0.000114247928938035,0.0106824897944227,0.001071988982372,0.000324278778230994,0.00601780958367411,8.04887447720497e-05,0.00704580801785319,0.00376082539617078,0.00363116578793087,0.000841456135321187,0.0123780441335936,0.000426541329788648,0.000656895811328516,0.00289392675282841,0.00615831641647903,0.0118930837134949,0.00150141955990516,0.120473881514799,0.0056406842779796,0.0611778071922659,0.00291411657662445,0.0148104642046355,0.115597580877297,0.00641498644967719,0.00549850493394057,0.0554613325330882,0.000192604405516063,0.0101699744049884,0.0050911451575738,0.00117840778449618,0.00651013956795649,0.000704450999368119,0.00148138775543494,0.000435971781955738
"246",0,0.000102799119312539,0,0.000173466178790979,0.00015572184968817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000373538176510252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000249380407794543,0,0,0.000488049118021721,0,0,0,0.000710082871668112,0,0,0,0,0,0.00116594641617326,4.32156526404606e-05,4.17981934149998e-05,0.000936685861214019,0.000331582302769735,4.52264216931937e-05,0,0.000772958922298283,0.000101843658749579,0,9.32164867947951e-05,0.00226945795468696,4.12093298302603e-05,0.000765776610100132,8.60156495813392e-05,0.000167198781237972,0.000317745478125627,0.000219736401678524,0.000100769257546714,0,4.93418142683903e-05,0.000374604091541431,0,0,0.000534642521870121,0,0.00034968147164277,0.000133316262493328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001977707590268,0.000256646233912456,0,0,0,0,0,0,0,0.000240849437757062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000509955551411264,0,0,0.000336433921791819,0,0.000221421160034307,0,0,0.000634852254205838,0,0,0
"250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000218149338756843,0,0,0,0,0,0,0,0.00016093295405639,0,0,0,0,0,0,0,0,0,0.000199065781473711,0,0,0,0,0,0,0,0,0.000178320227554218,0,0,0,0,0,8.93884981108095e-05,0.000395744671948334,0,0,0,9.44372916430681e-05,7.93146972269644e-05,0,9.80481249234035e-05,0,0,0,0.00106007712373291,0,0.000256649522675688,8.28882086258843e-05,0.000210021330961795,0,0.000160891730339095,0,2.07654243696709e-05,0,0.000143933326727316,6.13091526928609e-05,9.85738273987997e-05,0.000282826139437681,0,6.11680138473299e-05,6.46202406123193e-05,5.86233035787458e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000310219289519154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000549104670561868,0,0
"253",0,0,0,0.000347250997789507,0.000175508949423017,0,0.00018718800046451,0.000192389353494581,0.000177578095100084,0,0.000267579456551451,0.00083605515520027,0.000208190034972207,0,0.00013455167591679,0.000225522913350727,0.000166129495909253,0.000261561478481089,0,0.000132516255524465,0.000115136610288748,0.00509228972766776,0.000378665004430666,0.000101426155138228,0.000845206409040072,0,0.000366071436492005,0.000182962806175835,0.000294291919607813,0.000127382268607454,0.00112626616372719,0.000245722081222888,0.00152850904457805,0.000393737587247732,0.000174840682436997,0.000513938364679362,0.000113353655651917,0.000499627282592447,0.000289481161176527,9.25521330747929e-05,0,0.000102062009619061,0,0,0.000209871950622379,0.000878454097462908,0.000818277871673279,0,0.000159356408215425,0,0.000109656533584901,0.000224109430087122,0.000206780768507644,0,0.000782951054034676,0.00026160941602003,0.000219360255079449,0.000185372256833123,0.00219771442696554,0,5.18324315825115e-05,0.000116888803588247,0.00212266144762453,5.06946772091219e-05,0.00103138891149459,0.000184502248028586,0.000706564807794386,0.000318422961173554,0.000100946939498716,0.000318006754514438,5.66908162113289e-05,9.98825055136404e-05,0.000484807686088109,0.000174844051873003,9.88099643917578e-05,0.000251241230642656,7.50834821080431e-05,0.000751239318249844,0.000784998155575523,0.000123426781739986,0.000145250610304453,0,0,0,0.000103170074314902,0.000376581706042499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000466015983652918,0,0,0,0,0.000301741415397787,0.00289749373515511,0.000112298163264761,0.0014120156963812,7.58566899173754e-05,0,0.000787147913727695,0.000138380329480503,0.000186291431748002,0.00025921726705366
"256",0,0.00012149125276041,0,0.000741161156698103,0,0,0,0.00130958699966986,0,0,0,0,0,0,0.000144028824191669,0.000246847298098863,0,0,0,0.000151351923690324,0,0,0,0.000233749608022992,0,0.000213742085341373,0.000191143611165271,0,0,0.000146569615292477,0,0.000126312415967496,0,0,0,0,0,0,0.000310623777801645,0,0.000163196679834567,0,0.000188409219097701,0.00486425339222651,0.000217401922444064,0.000448545795962399,0.000155269536223475,0,0,0,0.000389868129023388,0.000126496947063729,0.000186327316313385,0,0,0.000176438507736082,0.000250729054810859,0.00181207635167067,0,4.88584800373756e-05,0,0.000124309238033484,0,0,0.000256593316211584,0.000708458089905469,0.00158650815819708,0.000550858578040744,6.69725616025314e-05,0.000390559243748167,0.000157771275625411,0.000122473177508391,0.000158585129346965,0.000437973752378869,4.96488918342017e-05,9.28897150747041e-05,0.000210285779583112,0.000544627438165968,0.00234302601613687,0.000153249829615342,0.000226437108000939,0,0,0.000135969016712032,0,0,0,0,0,0.000150770990315535,0.00125746283085709,0,0,0.00104907938529799,0,0,0,0,0,0,0,0,0,0.00016331217567796,0.000335560544367872,0,0.000518640165442762,0,0,0.000128097605789446,0.000146022414362004,0,0,0,0,0,0,0.000163598178253539,0,0.000952852718260302,0,0.000313974449144976,0.000101443292029333,0,0,0.00152510419861688,0,0,0,0,0,9.74370615684396e-05
"257",0.035762627281022,0.0126409142041608,0.0238910956974195,0.0219706676176117,0.00356135971365652,0.0164575156824139,0.00969095631834677,0.00981122865388422,0.00841584464356288,0.0170365992606522,0.0241655644685415,0.0140147700700742,0.0182839309983058,0.0161399866148376,0.0160498540103427,0.0401931579785999,0.0196513775937059,0.0220794820198821,0.00738542029554216,0.0114361371378986,0.0174133791873296,0.0106772164578757,0.0101456148806521,0.0169607099853112,0.0133480479934601,0.0248718167910814,0.00679710957620864,0.0209240806578832,0.0111029977605071,0.0253829023216335,0.00844029801748684,0.0104821042260307,0.0186840687260864,0.0239118671434794,0.0201544523881667,0.00767452125055301,0.0300922731818192,0.012368409185704,0.0273111993265345,0.0341160192410962,0.0205911954271035,0.0243645358991386,0.00788338858481369,0.0228745728883374,0.0221487360339513,0.0111557901790289,0.00919824698599481,0.00850792069447502,0.0268087348748577,0.0119919174724247,0.0124848895275061,0.00745378475171109,0.0235306515027415,0.0191488497684919,0.0269202954858896,0.0114546251704853,0.0115811642563388,0.0296572934591506,0.00977058969772693,0.0128722986176677,0.0189665959139054,0.0151634027694164,0.00754303243113757,0.0288548820775606,0.0163833197824326,0.0181878095052844,0.03187748705839,0.0193569450672062,0.0034958673656463,0.0181029905704978,0.0136072950933963,0.018887858628051,0.0198401919192416,0.0120827727902865,0.0315102057480763,0.00762996817150496,0.0157130949485395,0.0124917474869756,0.0227356412499431,0.0188916592747728,0.0193092828889178,0.0232222349788963,0.0240016595167462,0.0193812490895321,0.0232448927240121,0.0160645499034783,0.0334356135760684,0.0295693195343593,0.0384098942960924,0.0321744064589345,0.0296068399433695,0.0402117152107025,0.0339104184153281,0.0521253325678478,0.0490538098915036,0.0243461611487507,0.0396191083225515,0.0459166979258026,0.0452658984324585,0.0148460396792795,0.0159344985207302,0.0183524189718491,0.0207196751208599,0.0167901720479854,0.0107628007799564,0.0194676152733424,0.013666963724491,0.0183214850717771,0.0184575191716271,0.0169789390399132,0.0195599954230207,0.00781533617915509,0.014059922939028,0.0145883339287464,0.0099297940620502,0.00413296872297217,0.00832994243181918,0.00554471627712757,0.0164907967578375,0.0116533317484787,0.0164351355545214,0.0111528937449716,0.0212834157356533,0.00312926606902701,0.0302620827955608,0.0174475701603298,0.0178998452329321,0.0244987794478099,0.0238609782444424,0.0117959373667931,0.0209394034829801,0.0119121333920758
"258",0,0,0,9.81195289055703e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000198279348442383,8.52510578169045e-05,0.000439654618637916,0,8.05459425915786e-05,0.000266099272461754,0,0.000495020875098298,0,0,0,0,8.58690559694345e-05,0.000162383599775007,0,0,0,0,0.000157594603319951,0,0,0,0,0,0,0,7.67094666070628e-05,0.000302632875451495,0,0,0,0,0.000118149287645278,9.36544435137064e-05,0,0,0,0,0,0,0,0,0,0.000157765894305042,0,0.000346275404935621,0,5.17354326484282e-05,0,0.000166281759180245,0,6.21868032866203e-05,0,0.000164697669399661,0.000112043804370905,2.92544841062651e-05,0.000344736691357258,9.61388715266162e-05,0,0.000191479523855817,0,0.000114256726456889,0,0.000115008612904012,0,0,0,0,0.000197237526055594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000189996518035834,0,0,0,0.000187009079181548,0,0.000127623306974494,0,0,0,0,0,0
"259",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9633321193802e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000103804268703252,0,0,0,0,0,0,9.43945018687417e-05,0,0,0,0,0,0,0,0,0.000364350794703446,0,0.000265822108820145,8.75896880762775e-05,5.91055447874621e-05,5.84907090126317e-05,5.30317434455419e-05,0.000148251256140134,2.82508675197749e-05,3.79830527077468e-05,2.72829517236678e-05,0.00018623983912163,0.000213126600031402,0.000101033802378084,6.87959341517648e-05,0,0,0.000290754695966836,4.83021142655669e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000224164234946838,0,0,0,0,0,0,0,0,0,7.89204347358903e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000194400968612034,0,0,0,0,0.00011197800628832,0,0,0,4.84615595253108e-05
"264",0,0,0,0.000190749944413359,0,0.000111425363014852,0,0,0.000118675190573784,0,0,0.00026793300643156,0,0,9.08586478663171e-05,0,0,0,0,9.59494306078227e-05,7.82919922388226e-05,0,0,0.00015141064596197,0,0,0.000254891607021255,0.000131287238678296,0,0,0,7.92387249105139e-05,0.000160217174244772,0.000123703329558228,0.000125276977334179,0,0,0.000235805232363228,0,0.000138220464748475,0.000103227595826629,0,0,0,0.000290116966375587,0,9.90759083751148e-05,0.000220040034900597,0.000130097181023335,0.000293337605844975,0,0,0.000165414399158765,0.000108449253697234,0.000220196466994515,0.000139580495391774,0.000119202476457177,0.000117103354046276,7.41370086506234e-05,0.000108990178016675,0.000215373376058389,5.194331057654e-05,0,0.000153942434189609,0,0.000117494715215171,0.000224130893396471,0,0,0.000127139841527594,0,8.60162219164353e-05,5.99939593529449e-05,0,0,0,0,0,0,0,0.000449888078972044,0,0,0,7.28208368979553e-05,0.000125695494543844,0,0,0,0,0,0,0,0.000113111266982886,0,0,0,0,0,0,0,0,0.000104185458384176,0,0,0,0,0,0,0.000102802554176295,0,0,0.000316889327740176,0.000241971562172257,0,0,0.00024004659107621,0,0.000128520613395591,0.000129839257411353,0,0,0,0,0.000148954919088026,0.000240681441217273,7.66814147592747e-05,0.000145435010067208,0.000162666876255011,0,0,0.000112542944518325
"265",0,0.000466411237837178,0.000350911192222709,0.000702207915724906,0,0.000260273427502901,0,0.00068083701213963,0.00116630485083162,0,0,0.000873336348480665,0.000226665185676793,0.000284383749621932,0.00120632936180747,0.000244445067272177,0.000589497395733717,0.000283212012876759,0.000277530692854585,0.000469191166282574,0.000879447145672644,0.000225581223609633,0.000352709471079731,0.000755410375994722,0.00041599803082916,0,0.00039097157147224,0,0,0.000291349271550653,0.000428039578889439,0.000896923547132621,0.000118225614582072,0,0.000399835971670483,0,0,0.00125314150020527,0.000482251365995502,0.000684869517311181,0,0.000232733820673924,0,0.00068343482002771,0.000198909205587499,0.000551231141449115,0.00142719538890624,0,0.000812193889697427,0.000888200521427025,0.000281557969271627,0,0.000914432921000944,0.000888411738396515,0.000667820996867913,0.000207109635215029,0.000898491441775324,0.000584745072111691,0.000276714174387408,0.00070549993235325,0.00120822129369174,0.000469731526739123,0,0.00149384326719436,4.60053952345592e-05,0.000177688375215154,0.00144639854019652,0,0.000244181259421928,0.000394696614824615,0.000622177277323128,0.00024271195011819,0.000242683509804049,0,0,0,0.000564205710172562,0.000338073773093744,0.000274325341044716,0.000704491273546751,0.000853772675981472,0.00164028612564873,0.000692509256035796,0.000572046110701918,0.00066803646796881,0.000450463204634787,0.000916905172716636,0.00116527525871714,0.00091614355472821,0.000222859221044145,0,0.000938034855936594,0.000323164693726506,0.00104040314330203,0,0,0.000340407497978914,0.000961292343353652,0.00132891299134583,0.000270379479048356,0,0,0.000193291370176922,0,0,0,0.000408057998714783,0,0,0.000179346285130256,0,0,0.00161736002173681,0.000371332524455404,0.000494732475716141,0,0.000910335932777338,0,0.00168067722044618,0.000559577610480937,0,0.000507296690740509,0.000802271203867575,0,0.000760015656455336,0.000531239556776743,0.000533600646434652,0.00060627506532827,0.000428932710213236,0,0.000656850635704992,0.000150522465209012
"276",0,0.000419428305904616,0.000239263626141038,0.000253998394558735,0,0.000455569693182191,0,0,0.000686880717504687,0,0,0.00136654197189654,0.000150955292343476,0.000659870474089728,0.00126314648800624,0,0.000259390148665637,0,0,0.000448586974555862,0.00062974340277646,0,0.00053181996580033,0.000531958587274322,0,0,0.000587498258166126,0,0,9.18291159712205e-05,0.0001360795385412,0.00064407342912118,0,0,0,0,0,0.000809402309875928,0,0,0,0.000536890629196269,0,0,0,0.000664498510624224,0.000605734174636763,0,0.00134608441870109,0.000991068019559294,7.2290665239985e-05,0,0.000881293926208687,0.00106761700155467,0.000765197361287902,0.000130768189405381,0.000215869302820745,0.000161009186567848,0.000330861554496426,0.000658964436204864,0.000698078777659687,0.000354122503342172,0,0.00162178613246581,0,0.000241429329445221,0.000257713405736554,0,0,0.000831604234016508,0.000293081147748607,0.000947438216552397,0.000820608330843785,0,0.000509326660655086,7.71238835867121e-05,0.000227173311429097,0,0.000205782521884314,0.000695607901138276,0.000885958580648175,0.000215275350316697,0.000223216690420714,0.000871534365660902,0.00072385501294026,0.000615172462623805,0.000995769125225248,0.000565195872993482,0.00147775566919671,0.000731243012560635,0.000517163933334407,0.000332441804007734,0,0.000514767199292959,0.00061602717414169,0,8.96780314818159e-05,0.000534704994511084,0,0,0,0,0.000503415413500961,0,0,0,0,0.000600464214850503,0,0.00101802338911025,0,0,0.000643883099365356,0.000411685824290574,0.00017461083262452,0,0.000567230696082557,0,0.000458594696204574,0.000449745713089178,0.000458197658803834,0,0.000389125475091479,0,0.00142690264840849,0.00094913092747452,0.000867929000640706,0.000545090122552933,0.000770250771337138,0,0.000183204120787123,0.00023478439697204
"277",0.00033350012042461,0.00355544798212774,0.00171730814822385,0.0020364334462149,0.00170065779853124,0.00131032982467803,0.000829815005473147,0.00469050678848758,0.00348179500571626,0.00117361809619732,0,0.00486908151964911,0.00146755004794861,0.00308817496046151,0.00216939174631749,0.000804241204609478,0.00176523677964294,0.000250245876097355,0.000688266481273164,0.00166445187188648,0.00253500883431942,0.000377975694484192,0.00121388438677311,0.00192242125584954,0.00433946121642997,0.000363343027593992,0.0032256622883977,0.000834177293096468,0.00215950761970325,0.00116922070091813,0.00146946485266753,0.00266078742765549,0.000314125353420496,0.000178320501122241,0.00154326288455868,0.000228058050758873,0.0011834359409765,0.00351495402775475,0.00159352944046699,0.00162081316744726,0.00104876549430727,0.00122064312740246,0.000911564432070464,0.00243361222781599,0.00191323926575419,0.00262657495622239,0.00205208915308442,0.000552671137202303,0.00237013389919571,0.00223346810777735,0.00131506414781825,0.000661417633082737,0.00239523910046147,0.0033430251405204,0.00260287402334128,0.000879730789131964,0.00147972388652255,0.00225974375557836,0.00134907862235179,0.00186197478484074,0.00310283727095675,0.000563110856067103,0.000748858349838438,0.00450800227414114,0.00021383812672205,0.00073892153402554,0.00412964789148815,0.00468766820326781,0.000789144033203503,0.00217542542383713,0.00337028513136455,0.00193357412817493,0.00240602269391497,0.000453603885791851,0.00032818375872041,0.000722119914256714,0.00111285831481205,0.000804382858828754,0.00285220625149027,0.0023830084049824,0.00185585558989574,0.00373027267290937,0.00243178302602471,0.00183373729829904,0.00285598200262202,0.00268003952402002,0.00628801840273276,0.00226520066009373,0.004159028373616,0.00375277671695998,0.00236464630903308,0.00269543005837784,0.00412619935828826,0.00179281426592682,0.00407544960514532,0.000429551536230586,0.00397501157773167,0.00428600037836689,0.00643642887255696,0.00194250267659187,0.00148221657715512,0.000910155337337172,0.00163349483052571,0.00404664153689736,0.000478691374976148,0.00202720447108165,0.000903673376103531,0.000681003106161052,0.00227746278989189,0.00266720108709316,0,0.0016679016382836,0.00231837977897834,0.0003021783584491,0.000607909991693955,0.000382317826871009,0.00109431475524379,0.000184365374765468,0.00375123908839883,0.00217330481277655,0.00135491274158331,0.00236586620626086,0.00218138670384964,7.90368768202868e-05,0.00367243218063905,0.00173120849581622,0.00180007309071261,0.00255994631352157,0.00165086840725317,0.000356911359884161,0.00214256234929934,0.000653892915157808
"279",8.6405085684823e-05,0.000113587905197509,0,0.000708563355908325,0.000181892887084875,0,0.000194632930261773,0,0,0,0.000279008200485764,0,0,0,0.000136782405501466,0.000234600884914271,0.00129694774957959,0,0.000267176494756154,0.000136837366990562,0.000116735184003684,0.00075511663989027,0.00360702101038429,0.000104324651243579,0.000895647015475797,0,0.000177387312636934,0,0.000308064628058253,0,0.000422758085877043,0,0.000816885305403454,0,0,0.000248534798181253,0,0.000517869408423537,0.000140924457397113,0,0,0.000104999283081769,0,0.000692090029269366,0.000214568407571146,0.000626189142874711,0.000868905158483053,0,0,0,0.000138751364089071,0.00091675645619491,4.20009669951378e-05,0,0.000339212889788344,0.00106808874407115,0,7.70379038282402e-05,0.000815949133553916,0,0,3.72689147978431e-05,0.00104318956681353,0,0.00106262255598884,0,0.0006512176309181,0.00307204289323965,0.000390296691285541,0.000116055631081741,0.000154376909639713,7.39026437287209e-05,0.000278530472624665,0.00012186466748477,8.66531670225877e-05,0.000605623706838244,5.44897892364493e-05,0.000231328838675738,0.00229889486835196,0.000186566743427661,0.000726175659274143,0.000219632815742326,0,0.000360213019411275,6.69694534447568e-05,0.000126723119884987,0,0,0,0,0,0,0,0,0,0,0,0.000183419145974744,0,0.00158483283817599,0,0.000160414570875072,0,0,0,0,0,0,0.0005018298177435,0,0,0,0,0,0.000319423304261104,0,0,0,0,0,0,0,0.000207682265085192,0.00182647002411259,0.000111522037423014,0.000465638683383741,0,8.81757525619623e-05,0.000726008237539539,0,0.000513694709040772,0.000202178223680126
"286",0.000504093235184741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00156196117007354,0,0,0,0,0,0,0,0,0,0,0,0,0.000310822425570037,0,0,0,0,0,0,0,0,0.000469819548199069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000182177157301387,4.73661184548431e-05,0,0,3.98832972784058e-05,4.08396217116496e-05,0,1.73108187527169e-05,0.00142967526595794,0,0,0,0,0,0,0,4.51780326933276e-05,0,0,0,0,0,0,0,0,0,0,0,0,5.15681064631924e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"289",0.000358447528999438,0.000154375333472405,0,0,0,0.000418031829321711,0.0010483879681123,0.00192601158644051,0.000230891882848704,0,0,0,0,0,0,0,0,0,0,0,0.000159037253445106,0,0,0,0.000714901899294499,0,0.000127232063107089,0,0.00121486835846502,0,0,0,0,0,0,0,8.46373121267144e-05,0,0.000198730980088781,0,0,8.27667562209754e-05,0,0.000727995416872078,0,0,0,0,0.000228323051499606,0,0.000775982575633906,0.000540066000498094,0,0,0.000193357070710685,0,0,0.000629658152855439,0,0.000541331442800085,0,0,0.000260545667237708,0,6.88652833661258e-05,0,0,0,0,0.000303095792978876,0.000215738433544911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000722666115908584,0,0,0,0,0,0,0.00130632256600088,0,0,0,0,0,0,0,0.00032941947983066,0,0,0,0,0,0,0.000152139770123878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003204051271838,0,0,0.000169082868122141,0,0
"296",0,0,0,9.86551049722157e-05,0,0,0,0.000681434186303278,0,0,0,0,0,0,0,0.000365250795767595,0.000267431632029245,0,0,0,0.000185352366050502,0,0,0,0,0,0,0.00029482032621182,0,0,0.00030316542387102,0.000188239281278139,0.000579802550282209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000106921048761443,0.000482270011656069,0,0,0.000246462612781395,0.000708209230732189,0,0,0.000701522677259518,0,0,0,0.00035734425332472,0,0.000786298893182434,2.87686700082516e-05,7.6944076685549e-05,0,0.000243468708564575,8.15929266883084e-05,0,0,0.000308107456277063,0,0,0.00144250558873243,0,0.000171150127641136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000346519438279735,0.000439138451061293,0,0,0,0,0.000434251853563931,0,0,0,0,0,0,0.000494933811449953,0.000391823781688283,0,0,0,0.000441954036517367,0,0,0.00028164201140499,0,0,0,0,0,0,0,0
