"","160524_SM_A8GT9_17","160618_SM_A47RW_38","160618_SM_A77V5_63","160622_SM_7LLEE_121","160624_SM_7DN4P_142","160825_SM_7I1HW_216","160825_SM_7I21P_220","160829_SM_76CCD_221","160829_SM_9ZE92_260","160831_SM_9HL6A_274","160909_SM_61N7X_343","160909_SM_63ZAL_344","160909_SM_689VN_335","160909_SM_6AXJS_330","160909_SM_9HYY2_282","160909_SM_9U279_298","160911_SM_61NJD_346","160911_SM_65GXO_340","160912_SM_5QVZJ_354","160914_SM_5ZNHU_329","160914_SM_6ZT44_382","160915_SM_61U3X_352","160915_SM_9ZJIM_292","160916_SM_62ART_337","160916_SM_689O9_342","160916_SM_6KUDE_363","160916_SM_71T49_392","160916_SM_71T4H_391","160919_SM_6J3OJ_351","160920_SM_6XRKK_454","160921_SM_6ZEWI_414","160921_SM_7ED8Q_459","160921_SM_7GCI5_446","160923_SM_6WVAO_405","160923_SM_6XTTJ_427","160923_SM_71T47_393","160923_SM_7B7LL_404","160925_SM_7FK6O_412","160928_SM_7BCZJ_397","160930_SM_6SSN7_440","160930_SM_71T3Q_395","161004_SM_9W3AR_549","161011_SM_5QVZH_531","161011_SM_9KOQA_562","161012_SM_7CP8G_523","161012_SM_7I21H_613","161017_SM_69UN3_535","161017_SM_7LSOC_583","20190107_06_S08F_env","20190107_08_T05F_env","20190107_12_S06F_env","20190107_14_S04F_env","20190107_20_T08F_env","20190111_30_T03F_env","20190111_32_S05F_env","20190111_34_S11F_env","20190111_36_T01F_env","20190111_40_S03F_env","20190114_56_S02F_env","20190114_58_T02F_env","20190114_62_T07F_env","20190117_70_T04F_env","20190117_72_S09F_env","20190117_74_T06F_env","20190117_80_S07F_env","20190117_86_S10F_env","Seq85784","Seq85785","Seq85789","Seq86293","Seq86296","Seq86298","Seq86299","Seq86304","Seq86305","Seq86307","Seq86315","Seq86317","H1","H2","H3","H4","H5","H6","H7","H8","P02_C","P03_C","P04_C","P05_C","P06a_C","P07a_C","P08_C","P10_C","P13_C","P14_C","P15_C","P16_C","P17_C","P18a_CD","P19_CD","P20_CD","P21_CD","P22_CD","P23_CD","P24_CD","P25_CD","P26_CD","P27_CD","P28_CD_IBS","P30_UCr","P31_UCr","P32_Ucr","P33_Ucr","P34_UCr","P35_UCa","P37_UCa","P38_UCa","P39_UCa","P40_UCa","P41_UCa","P42_UCa","UC1","UC11","UC15","UC2","UC23F","UC4","UC5","UC6","UC8","UC9"
"2662",0.000419960102727068,0.000176140086982649,0.000331865975435693,4.11145772613608e-05,0,0,0,0,0.000267396855918328,0,0.000144946971600074,0,0.0002268243626226,0.000802768577152925,7.48108932171316e-05,0.000241266953430138,0,0.000672910141565741,0,0,0.000294900931795653,0,0,0,0,0,9.82573764123236e-05,0.000581481448606195,0,0.000283226511811847,0,0,0.000181936300626225,0.000456479064959877,0,0.000253512807758425,0,0.000229162153846331,0,0.000262752870548018,0,0,0,0,0.000311494563896962,0,0,0,0,0,0,0,0.000202184955944751,0,0,0,0,0.000207271615742495,0,0,0,0.000180076460414373,0,0,0,0,0,0,0,0.000100067084320113,0.000113061872606902,0.000497106834683799,7.74521108581744e-05,0,0,0.000621950246183699,8.67692647346087e-05,0.000197559293774643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003667981293055,0,0,0,0,0,0.000289955755155006,0,0,0,0.00033913164529487,0,0,0,0,0,0,0,0,0,0,0.000162804393876486,0,0,0,0.000459871898655298
"2667",0,0.000106513434608669,0.000106317903828904,0,0,0,0,0,0.000169753093001127,0,0,0,0,0,0,0,0,0,0,0,0.000109471627581724,0,0,0.000107457958570135,0,0,0,0,0,0,0,0.000111130601136891,0,0,0,0,0,0.000223152621820542,0,0,0,0,0,0,0,9.87628934324933e-05,0,0,0.000301114387403905,0.000281615612672529,0,0,0.000151656388216964,6.25959064328102e-05,0,0,0.000159402038159513,6.52976068117042e-05,7.49605721988145e-05,0,0.000106788961020965,9.71255519038229e-05,0,0.000143120936816446,0,6.40820191481884e-05,0,0,0,0,8.17094352236906e-05,0,5.24524753071373e-05,0,0,0,0.000175097230621657,7.99617015557916e-05,0,0,0,0,0,0,0,0,0,0,0,0,8.9832349046287e-05,0,0.000156756731413178,0,0.000148708825328356,0,0.000168466273011808,0,0,0,0,0,0.000192345455620493,0,0,0,0.000105539985502972,0.000101823425782084,0,0,0,0,0,0,0,0,0,0,0.000109195551905216,0,0,0,0,0,9.82127322993813e-05,0,6.48903428199184e-05,0.000230698736814711,0,0,0,0
"2670",0,0,0.00021280779638727,0,0,0.00027402777275775,0.000122709061423229,0,0.000236004963789007,0.000227792050521568,0.000174719219639334,0,0.000136821143943701,0.000171993959528,0,0,0,0.000363123638881637,0,0,0,0,0,0,0,0,0,0,0,8.4464827914447e-05,0,0,0,0.000245435895524575,0,0,0,0,9.03516332574262e-05,0,0,0.000140640930202516,0,0,0.000132413724198665,0.000290232965649888,0,0,0.000149535042265702,0.000139533797328246,0.000295540637756094,0,0.000131735246519515,0,0,0,0,0.000135475190373702,0,0,0,0,0,0,0,0,0,0,0,0,6.78189856934304e-05,0,0,0,0,0.000212921264132344,0,0,0,0,0,0,0,0,0,0.000124466022145446,0,9.05321619699791e-05,0,0.000289554790933974,0,0,0,0,0,0,0,0,7.25209819676596e-05,0.000457812642563104,0,0.000570157976543494,0,0.000241647591531571,0.000411599491362905,0,0,0.000251956037797249,0,7.49848842104721e-05,0.000210784344820307,0,7.67405350198809e-05,0.000322377581251844,0,0,0,0,0,0,0,0,0,0,0.000337909057330834,0,0,0.000142514762480138,0,0,0,0.00018962667732277
"2685",0,0.000270986781652352,0,0.000497294120794438,0,0.000132623135323008,0,0,0.000706193676257049,0.000278222387080822,0,0,0.000175526303685818,0.000654353786685984,0.000543385613178584,0,0.000142348689411556,0,0,0,9.54341518416659e-05,0,0.000280105926956573,0.000177446135368186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.43654990813013e-05,0,0.00017858641644537,0,0,0,0,0.000118351586689939,0,0.000617872511455419,0.000153536360998925,0,0,0.000214490698852795,0.000309916911011526,0.000316999098642304,0.000268441125819961,4.38618643270181e-05,8.00101625495816e-05,0.000320461051083855,0.000176018679705511,0.000343866261364432,0.000159305376968063,0,0.000391408907361365,0,0.00026352763200259,0.000231491440006135,0,0,0.000127293052213199,0.000293445146406022,0.000276949756294686,9.97633227226557e-05,0,0.000115629220543168,0,0.000205923333849369,0,0.000104392266574482,0.000525305993827476,0.000158362734764163,0,0,0.000161302818052397,0.000386665050700851,8.85599486446319e-05,0.000732672993682786,0.000391138423600405,0.000191607421680212,8.5285458210816e-05,0,0.000101546562603712,0,0.000416167825930811,0.000536127911078238,0,0,0.000497385025927981,0,0,0,0,0.000142611164680959,0,0,0,0,8.47628164989484e-05,0,0.000435422409242252,0,0,7.50341805575401e-05,0,0,0,0,0,0.000249176393416529,0,0,0,0.000142781284076373,0,0.00110772625238336,0.000268396862491128,0.000373895590079486,0.000309830364730728,0.000167935593234346,0,0,0.000229098568936188
"2689",0,0,0,0,0,0,0,0,0,0,0,0.000226186139518862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000120328956774577,0,0,0,0.000180461154914233,0,0,0,0.000375928803715498,0.000185963144037261,0.000227039484856709,0.000239169831723448,0.000244233989528332,0.000123239676056585,0,0.000114379067075582,4.23820239497902e-05,0.000136314786029138,0,0.000109324063615156,0,8.42257845853452e-05,0,0,0,0,0,0.000128576063678666,0,0,0,0,0,0,0.000227726012092783,0.000300757823908329,0,7.22455287605564e-05,0,0.000207333494479847,0.000268499557422646,0,0.000156970065150893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168245819573153,0,0.000145566311932409,0,0,0,0,0,0,0,0,0,0.000180403942563944,0,0,0,0,5.3378623622627e-05,0.000285260856630166,0,0.000109607684571773,0,0,0.000293817692373259,0
"2693",0.000412096526811996,0,0,0.000193893408503441,0,0.000641545145444583,0.000283648998302435,0,0.00025516632546471,0,0.00040523635817584,0,0.000315588834246515,0.000398333116753975,0.000193495011931641,0,0.000251954816122265,0,0,0.00145041540470634,0.000165663545091604,0,0,0.000503173552224354,0,0.00133908270998535,0.000259466972570088,0,0,0.000408883966038301,0,0.000550540739840478,0,0,0,0,0.000727839460281137,0,0.000207113719059618,0.000140631257737451,0,0.000154988600079244,0,0,0.000301464447940175,0.000861521358939055,0,0,0.00153064869553407,0.000219950737960704,0.000526838006286428,0.000143060238284898,0.000401443371854973,0.00039079347927164,0.000109955826102964,0.000380631376342294,0.000274470324172282,0.00032256645598548,0.000515133442260892,0.00025088704694211,0.000900191224826051,9.8075019789545e-05,0,0.000682695803951033,0,0.000116033057273269,0.000142468030398273,0,0,0.000257122010658106,0.000172194935193807,9.95319144084465e-05,0.000313322847645598,0,0.000805764228518993,0.000184128042313546,0.000748884780213101,0,0.000317908045968967,0.000516091042426557,6.98471691529181e-05,0.000150411277569864,0.000455994251844263,0.000413976938999117,0.000622361906986048,0.000515320053576682,0.00032995075010203,0.00036869331263213,0.000201629871458705,0.000341593683590533,0.00070572253491514,8.54660884565723e-05,0.000107807273814852,0.000429260267927419,0.000187076743764915,0.000237196489104709,0.000548256835888311,0.000510234246272596,0.000199371986570847,0.00106015394402467,0.000155065548527459,0,0.000945084001175149,0,0,0,0.000150604053754415,0.000547152239883308,0,0.000481430948494363,0,0,0.000992926460871482,0.000671068310455949,0,0,0.000877126376319213,0.00153449039678412,0,0.000150069745727203,0.000512170014074277,0.00117373809237012,0.000562614938015334,0,0.000519507869616502,0.000778656821220367,0.000779256236539678,0.00038540560974896,0.000373559670902552,0,0,0.000116936025827623
"2694",0.000205240711608759,0.000172060630679872,8.97557421971184e-05,0.000108639425708158,0,0.000183108224929746,0,0,0,0.000250376804517485,0,0,0,0.000718497098756569,0,0.000175580927971781,0.000137086337024542,0,0.000864302620675922,0.000113008986009332,0,0.000158744866641689,0,0,0,0.000155560160473247,0,0,0,0.000204458699409064,0,0,9.38083296731179e-05,0,0.001283452033023,0,0.000174470843342365,0,0,8.57105878297921e-05,0.000122423950581536,0.000167702987007704,0,0,0.000296568306955015,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000157099832518132,0,0,0,0,0,0,0,0.00014076383443962,0,0.000130061695725972,0.000441625369941785,0.000202487272169557,7.56052446729612e-05,0.000162562315500231,0.000537514086802379,0.000334768513577129,5.28997104284392e-05,9.52856806919689e-05,0,0,0.000162047116382492,0.000355138617102909,0,0,0,0.000132966371495986,0,0,0,0,0,0.000212263946090795,0,0.000169064039301494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000236559383254348,0,0,0,0,0,0,0,0,0,0,0,0.000252120550594814,0,0.000236112641665902,0,0,0.000233200280240815,0,0.000501400412028148,0.000179815986893461,0,0,0.000232291401197045,0.000136119585815956
"2708",0.000156093988567958,0.000242179519877282,0.000383060650484386,0.000409400716787907,0.00086255050290342,0.000296476177646463,0.000111919731167051,0,0.000518567290150069,0.000189277348869419,0.00041082232075455,0.000206209358984837,0.000438165195134016,0.000650584984434358,0,0.000133991173989122,0,0.00065229333387148,0.000400729717011304,8.70859116770852e-05,0.000249461539854973,0.000120827375317866,0.000194265207344355,0.000182132194789817,0.000730493516941121,0.000407790091125837,0,0.000114726736248164,0,0,0,0.000135927757721209,0,0.000784057791478685,0,0.000374035270219995,0.000559345591451202,0.000396343200313202,0.000504397540489029,0.00012005556993412,0.000530075391792552,0,0,0,0.000509071993376999,0.000274491684508987,0.000161338892036094,0,0.000373000792774129,0,0,0,0,0,0,0.000204021638716138,0,0,0.000211700838536848,0,0,0,0,0,0,0,0,0,0,0,0.000458358067147859,0.000301969245313248,0.000116009982554283,0.000177900052945725,0,0,0.00022715916620996,0,0,0.000347836714591323,0,0,0,0,0,0,0,0,0,0,0,0,0.000274060854672458,0,0,0.000341578654032078,0.000292839305231055,0,0,0,0,0,0,0,0,0,0,0,0.000394820782977181,0,0.000366169463804221,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000287841585069147,0.000276003266056985,0.000312134152818689,0,0,0,0,0
"2709",4.55612569062255e-05,0.000802629926742453,0.000224715092897085,0.000366240688262512,0.00106337715956849,0.000211799909113388,0,0,0.00107166448744017,0,0,0.000405873461612264,0.000223811361058283,0,0.000422482328035671,0,0.000179445718200852,0,0.000274398553051999,0.000143599981889786,0.000822706757133823,0,0.000172439138439942,0.00156924034673611,0.000196201098896988,0,0.00149148307818653,0,0,0,0.0013818171400295,0.000496772540987633,0.000178314407891127,0,0,0.000536039793288554,0.000168282256691897,0.00217287606691562,0.000475544592770882,0.000263567957683516,0,0.000110829343072654,0,0,0,0.000101299671746229,0.000480571720777289,0,0.000160861105532121,0.0010404160156558,0.000645510079060691,9.68247168295804e-05,0.000839688570103818,0,0,0,0.000563739859051399,8.33920435943318e-05,9.70178349907051e-05,7.9512192610422e-05,0.000915919716539314,0.00100473136741984,0,0,0,0.00154409388071573,0,0,0,0,0.000143231840396363,0,0.000261426927415726,0.000238497818803169,0.000304219951816574,0.00024451600457232,0.00017774142572628,0.00228074772721648,0,0,0,0,0,0,0,0,0,0.000218140035310651,0,0,0,0.0027056243359738,0,0.000545687536421461,0,0.000377547249563478,0,0,0,0,0,0.000157861766186732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000349826907419673,0,0.000258390423768894,0,0,0,0,0,0
"2718",0.000221007665989433,0.000182628381064366,0.00173699385952073,0.000319223626512617,0,0.00138142847680628,0,0,0.00103782879905098,0,0,0.00139204887930468,0.00128591356476561,0.00384195314546479,0.00215299714356708,0.00349482136153543,0.0014239377932317,0.00138988898296299,0.00154580374728921,0.0017624901512189,0.00177617825137378,0.000329059615305541,0,0.000744759691454492,0.000583635661756949,0.000165330014494201,0.000415666312059057,0.00169626653593709,0,0.00306084889178098,0.00015859150489185,0.000451138069475552,0.000613493083104117,0.00121437059244948,0.00316168986064281,0,0.00109658190750691,0.000347005186040084,0,0.000838447526002696,0.00135627057214617,0.0013066550553163,0,0,0.00307903369623628,0.000479160100054139,0.000230931816543173,0.000937915081810797,0.000671569277545645,0.00211468096810911,0,0,0.00125471290706047,0.00117854351334732,0.000613913319065263,0.000520140974212012,0.000993689210880675,0,0.00126967575561192,0.00120410916009445,0.000355014960325881,0.000667595834710357,0,0.00111054940229995,0,0.000670346417232589,0.000827705693519569,0,0.00300637106886959,0.0017055726567769,0.000549962148838542,0.000820177038073488,0.000696820941879307,0.00143243157821988,0.000534232907380516,6.30770340459186e-05,0.000698068969715902,0,0.000340709112792775,0.0014748236625657,0.00187288552071649,0.000645125094941639,0,0.00217172627314215,0.000910241560120376,0.00163455305591545,0.00277400312171557,0.00242495375604217,0.00319976716464581,0.00100815290426277,0,0,0.000299079645502716,0.000968298967881145,0.000290059548985688,0,0.000583329767086618,0,0,0,0,0,0.00146799092316864,0.00294732166005709,0.000416442441814611,0,0.000414251575721629,0.00382659340515104,0,0.000319381780570266,0.000375859208706188,0,0.00195729505761525,0.00102959367178934,0.00190079001640528,0,0,0,0,0.00112441852081749,0,0,0.00149196692475221,0,0.00201663060855999,0.000600391380619103,0.00297564640377783,0.000573713838548484,0.000724299122999332,0,0.00012522998382155,0.00118749230183219
"2729",0.000692703175979396,0,0,0,0,0.00136659725931845,0,0,0,0,0.000926231133672993,0,0,0,0.000105910223389385,0,0.000279511994290595,0,0.00137613442253483,0.000589472111620369,0,0,0,8.52343375842052e-05,0,0,0.00075840886589413,0,0,0.00144671280922809,0.000828819631846137,0,0,0.00379817236667267,0.000293401703258599,0.000396542328577716,0,0,0.000113089930398705,0,0,0,0.0010759371495747,0,0.000509634225366958,8.24588820322368e-05,0.000113087686030614,0.000516509203516597,0.00024886927620361,0.00069698303747059,0,0,0,0,0.00133735962506664,0.000266920012401206,0,0.000225154965489183,0.000849712524871255,0,0,0.000195717596293698,0,0,0,0,0.000348098829273898,0.000686078728311085,0.000619066878419184,0.000279431539288144,0.000572837152170191,0.00100814137484814,0,7.93615298479617e-05,5.86158406917093e-05,0,0.000410376835024672,0.000595186294164048,0.000650046863670659,0.000635153398165152,0,0,0.00108704860356642,7.99026943193822e-05,0.000802279229253941,0.00113992659129441,0.000148778694884459,0.00186983218417295,0.000470586194327398,0.00158193547802416,0,0.00117619930051197,7.3312873422005e-05,0.00135778317087523,7.15625898195351e-05,0,0,7.10394029221251e-05,0.000328864657729751,0,0,0,0,0.000603651568570095,0.000104457054629288,0.000118383052730025,0,0.000725490461320268,0.00333597417733142,0,0.000969498376777865,0.00138615528687,0.000688332222727923,0.00134773346239015,0,0,0.000539621098384611,0.000974292830570263,0,0,0,0.000293086554902807,0.000437910131272586,0,0.000729247201920515,0,0,0,0.00122155454716595,0,3.92907152195959e-05,0.000349666441124764
"2735",0,8.16745756061241e-05,0,0,0.000136162581852608,0,0,0,0.00054473856400832,0,0,0,0.00033201795397599,0,0.00030482789615711,0,0,0,0.000195891962507324,0,0,0,0.000261003858113596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4328502504596e-05,0,0,0,0,0,0,0,0,6.81115333806909e-05,6.39125805918206e-05,0.000612632818150232,0,0.000218505123326325,0,0,0,0.000305669604040874,0,0,0,0.000477686963774614,9.16501897096071e-05,0,0,0,0,0,0,0,0,0.000124323474427047,0.000171898717341277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000235905315421374,0,0.00013496697939621,0,0,0.000122864611080169,0.000495285552481809,0,0,0,0,0.000130572395860185
"2736",0,0,0,0,0.000146196234752826,0,0,0.000158242214153505,0,0,0,0,0,0.000216427517276608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000412034380138275,0,9.14234736406002e-05,0,0,0,0,0,0,0,8.55151063781551e-05,0,0,0.000211865866685368,0.000144820210733931,0.000307008055568899,0,0.000178725211400619,0.000133551935816332,0,0,5.59374615709105e-05,0.000101820204511684,0,0.000174130812353169,5.17370369924939e-05,0.00019445642567072,0,8.99033149653211e-05,0,0,0.000238262421174063,0,0,8.63775385204667e-05,5.98285156026563e-05,0,6.58198292919661e-05,0,0,0,0.000120780001140548,0,7.2216525785194e-05,0,0,0,0.000170945211136164,0,7.29482173296207e-05,0.000270115959167895,0,0,0,0.000133737405424609,0.000125117497221483,0,0,0,0,0,0,0,0.000104609945595987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000226150380501809,0,0,0,0,0,0,0,0,0
"2737",0.000102502657257793,0.000122619516345698,0.000693853965899481,7.74317799524323e-05,0.000393064610243567,0.000435403657333661,0,0.00127276286652521,0.000552906370523585,0,0,0,0.000462468946200206,0.000287262769986239,0.000284897263032526,0.000248308619623489,0.000751459434923472,0,0,0.000302469759553282,0.000489143464560541,0,0,0.000586448947266499,0,0,0.00076894751790508,0,0,0.00118216937075797,0,0.00037186318016824,0,0,0,0.000785156313900722,0.000966191241663771,0.000121625381982008,0,0,0.000651870675949321,0.000710231124291915,0.000377625246309671,0,0,0.000664668087451638,0.000310735492729027,0.000334270806867866,0.000147656471712825,0.000260563462426893,0.000221530986074905,0,0.000622954937540935,0.000671105014384059,0.000500600043450704,0.000558082553354427,0.000331354001462372,0.000132990040331154,0.000406286235654671,0.000487931885543628,0.00143626179079205,0.000164058773287136,0,0.000754620372484509,0,0.00109148364336307,0.000217030774659199,0,0,0.000167587032446405,0.00095614883377651,0.00106326010019249,0.000496151127456445,0.000240971876115259,0.00100715804849206,0.000151138776803666,0.000385879493832856,8.03684862966121e-05,0.000748947875563524,0.000333039408643758,0.000261249501419806,0.00103514893479625,0.000623600895057809,0.000595520979025945,0.00062051747146202,0.000512893606544618,0.000435943588646949,0.000181215604630331,0.00026255394945469,0.000311390906556808,0.000829573515981028,0.000200251582139325,0.00091208343296947,0.000437219081823547,0.00108977258359329,0.000168024068525089,0.00131597458933332,0.00155049828016209,0.000941355126791663,0,0,0.000557928243508194,0.000280176802306187,0.000998161570450723,0,0,0.000502984098334734,0.00044944824921315,0,0.001004309538158,0.00045934061544491,0.000192178635564023,0.000145576387819061,0.000319057938428583,0,0,0.000174453345283125,0,0.00110928480636886,0.000188681665375695,0.00114441723145968,0.00117390288624162,0.00044131268186543,0,0.000590899575818288,0.000540683757166572,0.000414704412942165,0.000215916068020443,0.000493253216817883,0,0.00163538293878104,6.38769012360743e-05
"2748",0.00070039798160364,0.000178399267841352,0.00131673446127751,0.000214148149077011,0.000286603535923713,0.000994530987519403,0,0,0,0.000527792520869267,0,0,0.000336179278378815,0.000413708675227031,0.000210580436309932,0,0.00027331447046397,0.00122532871538432,0,0,0.000354938833901084,0,0,0,0,0.000311939460944124,0.000820096993665015,0.000299250946118582,0.000445185711820483,0.000421193493894659,0,0.00018529319951443,0,0.000552234322605349,0,0,0.00102908788095931,0.00050745830602119,0,0.00031418826045214,0.000240233494511613,0.00219678072912368,0.00436171684531313,0,0,0.00158017510081957,0.000227376940477657,0,0.000200329783711255,0,0,0,0,0.001049484759466,0.00124355417001206,0,0,0.0006238841784996,0,9.65719578187985e-05,0.000523616356510497,0,0,0.00125292984975672,0,0,0.000758755580821778,0,0.000105753581600852,0.000522021521219592,0.000352586229048846,0.000745039541077374,0.000171769825958211,0.000463287761823621,0.000847250662495343,0,0.000960107460602765,0,0.00117328025942957,0.000584589598513407,0.000760235969435623,0.000814275463965376,0.00128922996910501,0.000817322786040208,0.00099837365652378,0.000110737123096987,0.000441325619430996,0,0.000485543267648238,0.001416631614263,0.00282580862897234,0.000290922149213471,0.000748927633375519,0.000564705978559556,0.00173124733653199,0.00239707387358651,0.000482940047935644,0.00171803276225107,0.00027086743479102,0,0,0.00136126968242457,0.00053519932900422,0,0,0,0,0.000616205952945,0,0.000310654124324069,0,0,0.000197611107189078,0,0,0,0,0.000130026560133879,0,0.000254537492968532,0.000394826103906427,0.000235409303891245,0.000388074116910159,0,0.000389628660724912,0.000536708991957977,0.000631252124093267,0.00148737683770216,0.000679184116770493,0,5.02516357717772e-05,0.000884578105266949
"2752",0,0,0,6.04508096652142e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000157042917243043,0,0,0,0,0,0,0,0,0.000180473490870754,0,0,0,0,0,0,0,0,0,0.000223243101122122,0,0,0.000129744512908862,0,0,9.77346598805625e-05,0,0,0,9.20040929665294e-05,0,0,0.000145037282306211,0.000131828062018809,0.000142301115103824,0,0.000161422750777838,0.000156689579975094,8.71800725174849e-05,5.87664849262331e-05,9.33837733017832e-05,0.000131060093044975,0,8.55356804803805e-05,8.61130852432598e-05,0,0,0.000558889073526353,0,5.14669726584819e-05,0,0,0,0,8.73942764438599e-05,0,0.000101369531422538,0,6.90696752276983e-05,0,0.000118882118662334,0,0.000150146036452999,8.12857298264604e-05,9.48893242981478e-05,0.000219959190026097,9.56714831488933e-05,0,0.000110727976383722,0,0,0,0,0,0,0,0,0.00021283595681449,8.57015928798229e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000422696151133009,6.56436854529087e-05,0.000167184398570688,8.80107071840858e-05,0,0,0.000269828108787091,0
"2753",0,0,0,7.18315558349379e-05,0,0,0,0.000219812916312755,0,0,0,0,0,0,0,0,0,0,0,0,6.22104206500801e-05,0,0,0,0,0,0,0,0.000333844551777274,0,0,0.000128341065980222,0,0,0,0,0,0.000253186787965181,0,0,0,0,0,0,0,0.000114106160333119,0,0,0,0.000108978153376855,0,0,0,0,0,0.000124728782726736,0.000109939174737939,0.000317472369968706,0,0,0,0,0,0,0.000137286328807866,0,0.000308777915094636,0,0,0.000310648363262037,6.17452370794508e-05,0,0,6.31102976693273e-05,0,0,4.68461325582634e-05,0,0.00111707798476244,0,0,0.000101824193542149,0,0.000103486815781872,0,0,0,0,0,0,0,0,0,0,0,0.00017251886907933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000101692734526117,0,0,0,0,0,0,0.000102510243413317
"2764",0,8.70434097738618e-05,0,5.36895369276851e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000137833395138374,0,0,0,0.000278413279462102,0,0,0.000174478731277892,0,0,0,0,0,0,0,0,0,0,0.000144497381373543,0,0,8.63037195687793e-05,0,7.89332780622963e-05,0,0,0,0,0,8.07241824156384e-05,0,0,0,0.000150653121686712,0.000113431869269683,0,9.88173281037042e-05,0,0,0,5.7403969737181e-05,0,0,5.264983712802e-05,9.63339489996807e-05,0.00031812278573224,0,0,0,0.000103172236741353,0,0.000466257913895136,0,6.57447419400462e-05,4.83255779628332e-05,0,0,0,0,0,5.86791408125837e-05,0,0,0,0,0,0,0,0.000121746100219939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000130858436952668,0,0,0,0,0,0,0,0,0,0,0.000122227498144425,0,0,0,0,0,0,0
"2767",0,0,0,0,0.00038260641927589,0.000166090229439711,0,0.00087998329635449,0,0.00160626036378133,0,0,0,0,0,0.000488784764990173,0.000761816656785594,0,0,0.00060682679504594,0,0,0,0,0,0,0.000372919933766527,0,0,0.00123834501864815,0.000407322353392401,0.000236964079829855,0.00253591355897576,0.000779029332647262,0.00317649840160252,0.00366473424169077,0,0,0.000299273111618768,0,0,0.000225055684614399,0.00036838395906041,0,0.000420877205957056,0.00092044971566393,0.00210024862798059,0,0.00147794747559256,0.00189133681619178,9.23192521622788e-05,0,0.000269163431719105,0.00133769951532921,0.00233729292096248,0.000325650722786502,0.000833046193458495,0.000991139098531724,0.000409868229371053,0,8.1294338493789e-05,0,0,0.000984842486570846,0.00109505420575296,0.00176984862638669,0.000210404159931012,0.00317383104692392,0,0.000542246971358165,0.000731536698320938,0.00170057894038149,0.00021524717548941,0.000911139878636314,0.00062665483974064,9.09735514222338e-05,0.00100292521202316,0,0.00199138766127556,0.00118000580158768,0.00092417524262257,0.000649066313672799,0.000960445290472953,0.000629374805924625,0.00145812376834656,0,0.000614706727462116,0.00347462822929688,0.00115567880511399,0.00129495888566851,0.000525136610153908,0,0,0.000284614509167622,0.0043233999974266,0.000547525373435943,0.000891992728205525,0.000894415360693571,9.64669225670432e-05,0,0,0,0.000345397809038916,0.00301863238455314,0.000718469930110249,0.00752929538671983,0.00170729660662091,0.00112301103478522,0,9.79934446289208e-05,0.00195863505129456,0,0,0,0,0.00104521955099455,0,0.000537805564734554,0.000322629987220805,0.000526200916577268,0.00315609779850214,0.000211278876865317,0,3.25597113350092e-05,0.000851749535804772,0.000744114269411446,0.00058295289303777,0,0.00102494491504278,0,0.00216751477221275,0.000674335385439092
